Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_038
Test Start Time,15:47:41
Test Start Date,2024/02/13
Test Length [D:H:M:S],0:15:38:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,938
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
41340,10107,3379,1755,954,652,817,313,447,231,45,10,2,0,0,0,0,0,0.153889,34.346,0.000,100.788,,Filter Warning,
41400,10114,3297,1813,885,654,710,274,406,237,37,5,2,1,0,0,0,0,0.150479,34.346,0.000,100.790,,Filter Warning,
41460,10282,3397,1774,967,676,758,311,403,223,36,11,3,0,0,0,0,0,0.153878,34.346,0.000,100.793,,Filter Warning,
41520,10272,3355,1806,984,643,750,296,395,213,44,7,1,0,0,0,0,0,0.153249,34.334,0.000,100.793,,Filter Warning,
41580,10342,3489,1748,920,672,736,309,385,254,34,4,1,1,0,0,0,0,0.154062,34.337,0.000,100.789,,Filter Warning,
41640,10342,3422,1819,932,648,714,326,418,217,41,10,3,1,0,0,0,0,0.154394,34.336,0.000,100.791,,Filter Warning,
41700,10391,3381,1785,959,708,730,305,425,233,45,5,5,3,0,1,1,0,0.154972,34.330,0.000,100.789,,Filter Warning,
41760,10176,3282,1727,958,648,738,284,370,211,37,8,4,0,0,0,0,0,0.150040,34.331,0.000,100.788,,Filter Warning,
41820,10347,3441,1704,963,689,761,334,433,197,47,14,5,0,0,0,0,0,0.154136,34.315,0.000,100.788,,Filter Warning,
41880,10373,3312,1736,935,632,769,309,425,236,38,10,4,1,0,0,0,0,0.152913,34.317,0.000,100.787,,Filter Warning,
41940,10383,3454,1717,883,697,739,287,414,230,51,14,4,0,0,0,0,0,0.153747,34.312,0.000,100.786,,Filter Warning,
42000,10331,3437,1774,972,658,741,329,406,228,38,5,2,0,0,0,0,0,0.154077,34.310,0.000,100.791,,Filter Warning,
42060,10165,3395,1772,967,663,709,306,413,260,50,10,3,1,0,0,0,0,0.153487,34.310,0.000,100.783,,Filter Warning,
42120,10327,3492,1811,959,652,789,306,380,213,38,12,0,0,0,0,0,1,0.154785,34.309,0.000,100.789,,Filter Warning,
42180,10353,3354,1816,916,653,699,308,400,222,44,12,1,1,0,0,0,0,0.153292,34.308,0.000,100.786,,Filter Warning,
42240,10488,3376,1749,932,615,751,259,354,208,33,5,1,0,1,0,0,1,0.152513,34.308,0.000,100.787,,Filter Warning,
42300,10425,3399,1711,901,648,758,294,401,218,34,11,4,0,0,0,0,0,0.152773,34.308,0.000,100.788,,Filter Warning,
42360,10295,3430,1707,940,660,722,293,380,216,47,5,0,0,0,1,0,0,0.152574,34.308,0.000,100.789,,Filter Warning,
42420,10455,3374,1694,971,643,718,306,407,230,41,5,0,1,1,0,0,0,0.152797,34.308,0.000,100.788,,Filter Warning,
42480,10369,3436,1749,924,659,733,316,417,237,34,9,2,1,0,0,0,0,0.153334,34.308,0.000,100.788,,Filter Warning,
42540,10349,3436,1725,910,621,714,294,404,237,39,6,3,1,0,0,0,0,0.151449,34.308,0.000,100.781,,Filter Warning,
42600,10442,3417,1776,978,654,698,316,403,225,35,5,4,1,2,0,0,0,0.153883,34.308,0.000,100.775,,Filter Warning,
42660,10342,3442,1722,929,674,748,306,406,188,36,11,0,0,0,0,0,0,0.152503,34.308,0.000,100.774,,Filter Warning,
42720,10276,3485,1742,907,612,682,269,396,190,25,11,4,0,0,0,0,0,0.150785,34.308,0.000,100.773,,Filter Warning,
42780,10116,3412,1716,909,640,693,287,366,198,36,7,2,0,0,0,1,0,0.149195,34.308,0.000,100.776,,Filter Warning,
42840,10358,3392,1627,943,634,695,287,410,203,35,10,2,1,0,0,0,0,0.150536,34.308,0.000,100.773,,Filter Warning,
42900,9973,3321,1695,971,648,693,302,412,191,30,3,4,0,1,0,0,0,0.148318,34.308,0.000,100.773,,Filter Warning,
42960,10191,3301,1779,924,644,708,266,383,215,29,9,1,0,0,0,0,0,0.149708,34.308,0.000,100.774,,Filter Warning,
43020,10332,3324,1746,947,643,710,292,379,211,39,9,4,0,0,0,0,0,0.151381,34.308,0.000,100.773,,Filter Warning,
43080,10272,3377,1705,929,656,722,259,375,207,34,8,4,0,1,0,0,0,0.150167,34.308,0.000,100.772,,Filter Warning,
43140,10407,3279,1776,893,582,710,322,381,218,38,8,3,1,0,0,0,0,0.150359,34.308,0.000,100.773,,Filter Warning,
43200,10481,3343,1733,890,653,677,286,364,206,35,9,4,0,1,1,0,0,0.150626,34.308,0.000,100.775,,Filter Warning,
43260,10284,3290,1673,923,631,714,290,342,164,27,4,0,0,0,0,0,0,0.148139,34.308,0.000,100.771,,Filter Warning,
43320,10270,3353,1703,867,614,705,274,370,198,33,5,0,1,0,0,0,0,0.148730,34.308,0.000,100.769,,Filter Warning,
43380,10490,3319,1758,892,628,721,269,365,194,30,1,4,1,0,0,0,0,0.150481,34.308,0.000,100.771,,Filter Warning,
43440,10091,3355,1750,877,617,672,230,343,198,25,1,1,0,0,0,1,0,0.146869,34.308,0.000,100.774,,Filter Warning,
43500,10256,3316,1689,879,630,708,261,375,204,27,7,1,1,0,0,0,0,0.148559,34.307,0.000,100.773,,Filter Warning,
43560,10227,3267,1707,936,658,710,302,389,214,30,8,2,0,0,0,0,0,0.149504,34.308,0.000,100.776,,Filter Warning,
43620,10232,3416,1771,918,616,681,271,340,190,24,5,3,0,0,0,0,0,0.150126,34.308,0.000,100.772,,Filter Warning,
43680,10244,3344,1718,897,630,650,267,367,188,28,4,2,0,0,0,0,0,0.148077,34.308,0.000,100.767,,Filter Warning,
43740,10196,3355,1723,863,617,658,273,353,213,30,9,1,0,0,0,0,0,0.148013,34.308,0.000,100.768,,Filter Warning,
43800,10174,3396,1690,933,645,711,280,362,195,37,5,0,0,0,0,0,0,0.149511,34.308,0.000,100.770,,Filter Warning,
43860,10214,3215,1638,866,615,676,271,358,185,38,6,2,0,0,0,0,0,0.146146,34.307,0.000,100.766,,Filter Warning,
43920,10313,3373,1663,879,619,681,261,373,213,36,9,0,1,1,0,0,0,0.148698,34.308,0.000,100.765,,Filter Warning,
43980,10106,3287,1659,896,657,663,293,364,178,29,6,0,0,0,0,0,0,0.147401,34.308,0.000,100.764,,Filter Warning,
44040,10200,3441,1630,915,618,646,249,405,191,35,1,0,0,0,0,0,0,0.148358,34.308,0.000,100.764,,Filter Warning,
44100,10161,3252,1668,874,613,692,251,363,193,32,4,3,0,0,1,0,0,0.146395,34.306,0.000,100.763,,Filter Warning,
44160,10132,3329,1669,832,612,672,257,346,198,41,5,3,0,0,0,0,0,0.146719,34.306,0.000,100.764,,Filter Warning,
44220,10138,3343,1640,816,651,691,265,346,212,35,3,3,1,1,0,0,0,0.146878,34.305,0.000,100.764,,Filter Warning,
44280,10015,3381,1688,835,611,720,237,338,189,30,4,4,1,0,0,1,0,0.145842,34.305,0.000,100.764,,Filter Warning,
44340,10116,3368,1669,863,639,691,302,344,228,25,3,0,0,1,0,0,0,0.148178,34.304,0.000,100.764,,Filter Warning,
44400,10338,3258,1686,857,672,661,273,331,161,29,7,0,1,0,0,0,0,0.147372,34.305,0.000,100.764,,Filter Warning,
44460,9992,3286,1659,823,601,692,280,373,183,38,5,1,1,1,0,0,0,0.145319,34.304,0.000,100.764,,Filter Warning,
44520,10254,3340,1580,908,582,663,303,394,195,26,1,1,1,0,0,0,0,0.147777,34.288,0.000,100.765,,Filter Warning,
44580,10115,3184,1646,846,629,667,273,323,161,24,4,0,0,0,0,0,0,0.144561,34.283,0.000,100.765,,Filter Warning,
44640,10200,3272,1643,856,620,720,286,359,175,36,6,3,0,1,0,0,0,0.146701,34.278,0.000,100.764,,Filter Warning,
44700,10058,3268,1625,874,640,651,284,342,162,20,3,2,0,0,1,0,0,0.144921,34.282,0.000,100.764,,Filter Warning,
44760,10148,3300,1603,863,572,717,253,334,188,33,6,0,0,0,0,0,0,0.145527,34.296,0.000,100.764,,Filter Warning,
44820,10012,3207,1681,845,586,650,261,325,198,31,3,3,0,0,0,0,0,0.143879,34.290,0.000,100.765,,Filter Warning,
44880,10141,3271,1582,862,582,670,260,345,162,25,6,1,0,0,0,0,0,0.144143,34.269,0.000,100.766,,Filter Warning,
44940,10016,3308,1618,826,624,655,282,323,171,37,4,3,0,0,0,0,0,0.144338,34.269,0.000,100.765,,Filter Warning,
45000,10323,3197,1573,807,580,671,260,297,189,30,6,5,0,1,0,0,0,0.144188,34.269,0.000,100.765,,Filter Warning,
45060,10191,3220,1683,846,616,650,245,348,190,25,2,1,0,1,0,0,0,0.146118,34.274,0.000,100.764,,Filter Warning,
45120,10075,3227,1665,830,603,658,249,329,179,21,6,3,0,0,0,0,0,0.144262,34.278,0.000,100.764,,Filter Warning,
45180,9920,3338,1657,859,566,646,278,343,206,30,5,0,0,0,0,0,0,0.144881,34.271,0.000,100.764,,Filter Warning,
45240,9835,3245,1601,906,664,693,260,319,163,30,3,0,0,0,0,0,0,0.144145,34.269,0.000,100.764,,Filter Warning,
45300,9921,3210,1684,821,589,672,244,346,159,20,5,0,2,1,0,1,0,0.143381,34.269,0.000,100.764,,Filter Warning,
45360,9847,3310,1627,833,587,596,235,333,173,16,6,1,1,0,0,0,0,0.141940,34.269,0.000,100.765,,Filter Warning,
45420,9987,3192,1631,845,554,641,281,344,174,21,5,1,2,0,0,0,0,0.142649,34.269,0.000,100.764,,Filter Warning,
45480,9980,3176,1566,804,577,600,241,341,194,24,4,1,1,0,0,0,0,0.141107,34.269,0.000,100.765,,Filter Warning,
45540,9929,3271,1599,795,569,648,245,341,159,33,3,1,0,0,0,0,0,0.141806,34.269,0.000,100.767,,Filter Warning,
45600,9941,3143,1555,805,585,638,259,312,171,33,3,1,1,0,0,0,0,0.140431,34.269,0.000,100.765,,Filter Warning,
45660,9876,3326,1620,838,587,559,249,333,155,22,3,1,1,0,0,0,0,0.141528,34.271,0.000,100.765,,Filter Warning,
45720,9924,3272,1576,840,565,644,233,357,179,36,3,3,1,0,0,0,0,0.142390,34.269,0.000,100.766,,Filter Warning,
45780,10105,3274,1561,849,551,637,261,311,166,24,3,2,0,0,0,0,0,0.142664,34.269,0.000,100.764,,Filter Warning,
45840,10078,3141,1527,835,606,649,237,336,166,19,2,2,0,0,1,0,0,0.141723,34.269,0.000,100.766,,Filter Warning,
45900,9868,3235,1617,898,555,616,233,334,146,28,4,1,2,0,0,0,0,0.141933,34.269,0.000,100.764,,Filter Warning,
45960,9943,3097,1578,858,596,590,218,364,167,31,2,0,0,0,0,0,0,0.140725,34.269,0.000,100.766,,Filter Warning,
46020,9858,3184,1505,836,582,651,262,321,186,23,2,0,0,0,0,0,0,0.140496,34.269,0.000,100.764,,Filter Warning,
46080,9637,3024,1575,789,565,598,260,332,134,34,5,0,0,0,0,0,0,0.137055,34.269,0.000,100.764,,Filter Warning,
46140,9707,3148,1492,815,563,620,261,312,188,15,3,3,1,0,0,0,1,0.138657,34.269,0.000,100.764,,Filter Warning,
46200,9734,3239,1555,812,582,616,243,319,143,21,1,1,1,1,0,1,0,0.139294,34.269,0.000,100.764,,Filter Warning,
46260,9719,3204,1630,773,597,641,239,310,134,21,4,1,0,0,0,0,0,0.139645,34.270,0.000,100.764,,Filter Warning,
46320,9728,3188,1559,774,598,636,236,281,155,23,8,0,0,0,0,0,0,0.139082,34.269,0.000,100.764,,Filter Warning,
46380,9807,3121,1547,824,543,635,216,314,133,22,5,3,0,0,0,0,0,0.138126,34.269,0.000,100.764,,Filter Warning,
46440,9626,3099,1511,812,573,594,226,280,149,22,4,0,1,0,0,0,0,0.136251,34.269,0.000,100.764,,Filter Warning,
46500,9647,3183,1529,825,589,588,237,360,164,16,0,1,1,0,0,0,0,0.138736,34.269,0.000,100.763,,Filter Warning,
46560,9644,3112,1589,825,558,579,255,338,175,27,2,0,0,0,0,0,0,0.138802,34.269,0.000,100.764,,Filter Warning,
46620,9638,3083,1583,834,531,588,260,294,177,22,5,1,1,0,0,0,0,0.137148,34.269,0.000,100.764,,Filter Warning,
46680,9681,3201,1534,792,570,589,223,317,159,22,9,2,1,0,0,0,0,0.138224,34.269,0.000,100.764,,Filter Warning,
46740,9748,3152,1479,798,584,625,243,339,141,23,3,3,0,0,0,0,0,0.138228,34.269,0.000,100.764,,Filter Warning,
46800,9513,3244,1527,789,556,576,214,331,144,16,1,0,0,0,0,0,0,0.136599,34.269,0.000,100.762,,Filter Warning,
46860,9555,3111,1545,797,526,593,251,327,140,21,2,1,0,0,0,0,0,0.135886,34.269,0.000,100.764,,Filter Warning,
46920,9548,3063,1509,758,565,567,203,306,139,23,5,0,0,0,0,0,0,0.134532,34.269,0.000,100.762,,Filter Warning,
46980,9534,3169,1594,770,542,586,245,307,169,22,3,2,1,1,0,0,0,0.136979,34.269,0.000,100.764,,Filter Warning,
47040,9548,3098,1516,764,564,584,236,299,158,21,4,1,0,0,0,0,0,0.135349,34.269,0.000,100.763,,Filter Warning,
47100,9519,3139,1537,756,527,593,235,296,138,27,4,0,1,0,0,0,0,0.135279,34.269,0.000,100.764,,Filter Warning,
47160,9455,3123,1537,739,540,622,208,283,127,17,5,3,0,1,0,1,0,0.134199,34.269,0.000,100.764,,Filter Warning,
47220,9594,3071,1497,751,519,599,193,304,146,22,4,1,0,0,0,0,0,0.133750,34.269,0.000,100.764,,Filter Warning,
47280,9568,3073,1463,770,499,597,247,302,148,20,8,1,0,0,0,0,0,0.133986,34.269,0.000,100.764,,Filter Warning,
47340,9427,3036,1465,793,548,576,231,296,157,24,4,2,1,0,0,0,0,0.133519,34.269,0.000,100.764,,Filter Warning,
47400,9503,3022,1527,789,526,575,259,286,144,26,4,2,0,0,0,0,0,0.134040,34.269,0.000,100.765,,Filter Warning,
47460,9463,3048,1532,757,542,586,222,276,149,26,0,2,0,0,1,0,0,0.134239,34.269,0.000,100.764,,Filter Warning,
47520,9490,3098,1516,754,500,587,226,301,167,15,7,0,0,0,0,0,0,0.134332,34.269,0.000,100.765,,Filter Warning,
47580,9522,3036,1492,738,501,571,218,290,160,21,1,2,0,0,0,0,0,0.132824,34.269,0.000,100.764,,Filter Warning,
47640,9309,3045,1480,752,489,598,216,297,143,25,2,2,1,0,0,0,0,0.132087,34.269,0.000,100.765,,Filter Warning,
47700,9359,2964,1455,766,516,543,250,284,135,10,5,1,0,0,0,0,0,0.131260,34.269,0.000,100.764,,Filter Warning,
47760,9539,2988,1456,807,504,538,203,332,156,21,2,3,0,0,0,0,0,0.132565,34.269,0.000,100.765,,Filter Warning,
47820,9337,3088,1501,787,519,512,214,262,130,20,3,4,0,0,0,0,0,0.131588,34.269,0.000,100.764,,Filter Warning,
47880,9526,3053,1401,744,527,558,242,299,128,23,9,0,1,0,0,0,0,0.132329,34.269,0.000,100.764,,Filter Warning,
47940,9437,2984,1503,764,513,592,235,288,138,12,1,0,0,0,0,0,0,0.132422,34.269,0.000,100.764,,Filter Warning,
48000,9479,3092,1432,760,518,540,227,277,164,13,3,0,1,0,0,0,0,0.132451,34.269,0.000,100.764,,Filter Warning,
48060,9377,3007,1482,730,492,570,211,280,129,16,6,1,0,0,0,0,0,0.130813,34.269,0.000,100.764,,Filter Warning,
48120,9331,3000,1412,775,538,563,235,284,122,17,2,0,1,0,0,0,0,0.130766,34.269,0.000,100.764,,Filter Warning,
48180,9523,2982,1457,785,489,519,224,295,142,13,3,0,0,0,1,1,0,0.131534,34.269,0.000,100.765,,Filter Warning,
48240,9319,2981,1469,710,527,540,226,270,145,25,4,0,1,0,0,0,0,0.130270,34.269,0.000,100.764,,Filter Warning,
48300,9498,3056,1460,716,498,555,232,267,125,21,2,1,1,0,0,0,0,0.131617,34.269,0.000,100.764,,Filter Warning,
48360,9432,3000,1409,741,537,562,222,280,123,15,4,2,0,0,0,0,0,0.130597,34.269,0.000,100.764,,Filter Warning,
48420,9381,2981,1438,704,501,587,209,272,122,13,4,2,0,0,0,0,0,0.129667,34.269,0.000,100.767,,Filter Warning,
48480,9457,2952,1396,675,540,541,208,261,107,21,6,0,0,0,0,0,0,0.129403,34.269,0.000,100.767,,Filter Warning,
48540,9363,3129,1451,705,506,509,239,248,138,20,4,3,1,0,0,0,0,0.130728,34.269,0.000,100.766,,Filter Warning,
48600,9378,2976,1407,715,528,519,190,246,123,21,1,0,0,0,0,0,0,0.128928,34.269,0.000,100.767,,Filter Warning,
48660,9238,2966,1391,763,504,568,229,286,133,17,4,1,1,0,0,0,0,0.129186,34.269,0.000,100.767,,Filter Warning,
48720,9413,3006,1436,726,506,535,208,274,124,15,2,0,0,0,0,0,0,0.129920,34.269,0.000,100.767,,Filter Warning,
48780,9399,2964,1487,738,530,527,222,233,139,19,2,0,0,0,0,1,0,0.129845,34.269,0.000,100.767,,Filter Warning,
48840,9553,2913,1465,749,495,522,178,227,125,15,1,1,1,0,0,0,0,0.129603,34.269,0.000,100.767,,Filter Warning,
48900,9111,2976,1404,729,497,518,192,248,107,20,1,3,2,0,0,0,0,0.126728,34.267,0.000,100.769,,Filter Warning,
48960,9350,2985,1377,731,515,566,207,257,110,23,2,0,0,0,0,0,0,0.128996,34.268,0.000,100.776,,Filter Warning,
49020,9491,2906,1370,762,521,562,221,241,123,17,1,0,1,0,0,0,0,0.129417,34.269,0.000,100.773,,Filter Warning,
49080,9284,2970,1491,702,517,528,180,247,104,15,1,1,0,0,0,0,0,0.128043,34.269,0.000,100.775,,Filter Warning,
49140,9387,3007,1421,705,543,534,199,256,106,20,1,1,1,0,0,0,0,0.129605,34.269,0.000,100.771,,Filter Warning,
49200,9204,2954,1495,745,447,557,216,241,121,23,3,2,1,0,0,0,0,0.127996,34.268,0.000,100.769,,Filter Warning,
49260,9261,2846,1450,717,471,549,191,259,128,13,1,2,0,1,0,0,0,0.126734,34.268,0.000,100.769,,Filter Warning,
49320,9324,2944,1395,690,473,523,208,255,113,16,2,1,0,0,0,1,0,0.127098,34.268,0.000,100.771,,Filter Warning,
49380,9286,2883,1331,678,509,527,182,241,112,16,5,3,1,0,0,0,0,0.125003,34.259,0.000,100.770,,Filter Warning,
49440,9362,2859,1433,705,463,506,211,240,113,23,4,3,0,1,0,0,0,0.126674,34.263,0.000,100.772,,Filter Warning,
49500,9360,2901,1399,741,471,516,187,209,118,22,2,0,0,0,0,0,0,0.127077,34.264,0.000,100.770,,Filter Warning,
49560,9324,2941,1389,661,510,516,209,235,113,15,1,0,0,1,0,0,0,0.126672,34.265,0.000,100.775,,Filter Warning,
49620,9116,2927,1343,658,466,478,186,272,126,12,4,2,1,0,0,1,0,0.123978,34.263,0.000,100.772,,Filter Warning,
49680,9199,2883,1402,695,474,467,179,254,124,12,4,1,0,0,0,0,0,0.124728,34.267,0.000,100.774,,Filter Warning,
49740,8976,2862,1372,699,514,519,210,233,116,12,4,1,0,0,0,0,0,0.124169,34.268,0.000,100.775,,Filter Warning,
49800,9020,2914,1415,657,476,481,206,238,99,18,3,1,1,0,0,0,1,0.123936,34.263,0.000,100.773,,Filter Warning,
49860,9117,2922,1413,679,433,544,160,219,111,14,3,0,1,0,0,0,0,0.124588,34.261,0.000,100.769,,Filter Warning,
49920,9309,2853,1319,656,482,511,183,245,122,8,4,0,0,1,0,0,1,0.124666,34.255,0.000,100.772,,Filter Warning,
49980,9312,2918,1323,690,476,516,199,226,115,14,5,2,0,0,0,0,0,0.125628,34.251,0.000,100.769,,Filter Warning,
50040,9297,2894,1426,685,449,500,191,228,114,11,2,1,0,0,0,0,0,0.125800,34.252,0.000,100.767,,Filter Warning,
50100,9319,2918,1283,658,490,458,178,220,110,11,1,1,1,0,0,0,0,0.123918,34.251,0.000,100.768,,Filter Warning,
50160,9244,2853,1339,666,411,478,173,226,102,11,2,2,0,0,0,0,0,0.122562,34.252,0.000,100.769,,Filter Warning,
50220,9187,2882,1360,671,453,504,200,220,117,21,1,3,1,0,0,0,0,0.124052,34.250,0.000,100.769,,Filter Warning,
50280,9303,2870,1322,669,477,480,170,221,120,10,4,1,1,0,0,0,0,0.124085,34.250,0.000,100.769,,Filter Warning,
50340,9225,2830,1305,718,446,496,187,203,115,17,4,0,0,0,0,0,0,0.123343,34.250,0.000,100.768,,Filter Warning,
50400,9317,2909,1255,678,443,476,185,220,93,19,3,0,1,0,0,0,0,0.123098,34.250,0.000,100.769,,Filter Warning,
50460,9329,2784,1305,632,426,481,170,204,102,15,3,2,2,0,0,0,0,0.121599,34.250,0.000,100.772,,Filter Warning,
50520,9159,2803,1323,597,449,461,153,241,98,9,3,0,0,0,0,0,0,0.121182,34.250,0.000,100.772,,Filter Warning,
50580,9242,2714,1324,652,449,474,188,250,94,8,0,0,0,0,0,0,0,0.121760,34.250,0.000,100.777,,Filter Warning,
50640,9205,2855,1273,685,432,468,186,226,111,9,1,1,1,0,0,0,0,0.122459,34.250,0.000,100.773,,Filter Warning,
50700,9122,2868,1355,659,471,497,181,228,89,18,2,0,0,0,1,0,0,0.123171,34.250,0.000,100.775,,Filter Warning,
50760,9282,2886,1343,640,435,475,169,208,99,20,3,2,0,0,0,0,0,0.122801,34.250,0.000,100.776,,Filter Warning,
50820,9344,2864,1365,634,429,475,172,236,102,13,0,1,1,0,0,0,0,0.123745,34.250,0.000,100.781,,Filter Warning,
50880,9086,2846,1321,692,472,451,159,229,92,13,2,1,0,0,0,0,0,0.122250,34.250,0.000,100.777,,Filter Warning,
50940,9266,2827,1245,670,423,436,184,212,106,17,1,1,0,1,0,0,0,0.121244,34.250,0.000,100.782,,Filter Warning,
51000,9040,2830,1278,636,407,476,186,188,92,10,2,2,0,1,0,0,0,0.119477,34.250,0.000,100.781,,Filter Warning,
51060,9381,2793,1289,611,442,475,150,203,114,10,4,0,0,0,1,0,1,0.121836,34.250,0.000,100.778,,Filter Warning,
51120,9255,2841,1269,633,455,443,151,215,123,5,1,0,0,1,0,0,0,0.121372,34.250,0.000,100.783,,Filter Warning,
51180,9297,2866,1313,645,420,430,184,230,98,10,2,0,1,1,1,0,0,0.121648,34.250,0.000,100.785,,Filter Warning,
51240,9349,2773,1325,631,408,438,156,218,93,7,0,0,0,0,0,0,0,0.121222,34.250,0.000,100.786,,Filter Warning,
51300,9091,2828,1245,614,386,430,187,195,91,16,3,2,0,0,0,0,1,0.118367,34.250,0.000,100.783,,Filter Warning,
51360,9262,2782,1245,627,439,459,169,217,91,10,3,0,1,0,0,0,0,0.120429,34.250,0.000,100.780,,Filter Warning,
51420,9281,2806,1286,572,402,456,172,180,79,8,2,1,0,0,0,0,0,0.119791,34.250,0.000,100.782,,Filter Warning,
51480,9166,2845,1267,677,468,434,194,177,79,17,0,2,1,1,0,0,0,0.121213,34.250,0.000,100.781,,Filter Warning,
51540,9434,2731,1280,674,408,426,170,211,93,8,2,0,0,0,0,0,0,0.121224,34.250,0.000,100.784,,Filter Warning,
51600,9360,2877,1240,640,408,432,172,209,84,5,4,1,1,0,0,0,0,0.121291,34.250,0.000,100.779,,Filter Warning,
51660,9361,2753,1283,583,402,463,162,180,92,10,4,1,0,0,0,0,1,0.119854,34.250,0.000,100.779,,Filter Warning,
51720,9335,2767,1219,647,369,420,159,199,89,7,0,1,0,0,0,0,0,0.118583,34.250,0.000,100.779,,Filter Warning,
51780,9344,2853,1287,605,419,470,159,178,72,10,1,2,2,0,0,0,0,0.120965,34.250,0.000,100.780,,Filter Warning,
51840,9300,2783,1221,603,432,420,176,207,98,14,6,1,1,0,0,1,0,0.119693,34.250,0.000,100.778,,Filter Warning,
51900,9528,2751,1257,625,426,409,169,191,79,12,1,0,0,0,0,0,0,0.120642,34.250,0.000,100.781,,Filter Warning,
51960,9342,2760,1310,588,414,425,168,191,84,15,5,0,1,0,0,0,2,0.120183,34.250,0.000,100.778,,Filter Warning,
52020,9491,2777,1224,623,398,429,160,188,72,12,5,1,0,0,1,0,0,0.119652,34.250,0.000,100.778,,Filter Warning,
52080,9293,2754,1246,624,422,452,159,204,88,18,2,0,0,0,0,0,0,0.119870,34.250,0.000,100.774,,Filter Warning,
52140,9455,2832,1213,607,455,432,170,206,67,10,1,0,0,0,0,0,0,0.121023,34.250,0.000,100.774,,Filter Warning,
52200,9397,2769,1224,620,420,441,161,162,76,5,2,1,1,1,0,0,0,0.119518,34.250,0.000,100.775,,Filter Warning,
52260,9481,2866,1271,660,439,400,155,174,61,11,1,1,0,2,0,0,0,0.121458,34.250,0.000,100.775,,Filter Warning,
52320,9415,2726,1228,578,389,397,141,186,79,12,0,1,0,0,0,0,1,0.118342,34.250,0.000,100.774,,Filter Warning,
52380,9550,2774,1202,649,411,433,153,153,58,6,2,0,1,0,0,0,0,0.119897,34.250,0.000,100.778,,Filter Warning,
52440,9687,2865,1239,580,378,420,160,176,76,11,0,0,1,0,0,0,0,0.120822,34.250,0.000,100.777,,Filter Warning,
52500,9591,2800,1277,607,364,377,155,160,70,9,2,2,0,1,0,0,0,0.120063,34.250,0.000,100.781,,Filter Warning,
52560,9759,2709,1157,587,419,420,164,150,81,8,1,0,0,0,0,0,0,0.119572,34.250,0.000,100.775,,Filter Warning,
52620,9677,2803,1239,566,419,396,144,167,88,7,3,1,0,1,0,0,0,0.119935,34.250,0.000,100.778,,Filter Warning,
52680,9516,2759,1168,609,395,389,161,189,66,10,2,1,0,0,0,0,0,0.118753,34.250,0.000,100.783,,Filter Warning,
52740,9664,2786,1204,555,394,389,144,161,74,6,1,1,0,0,0,1,0,0.118491,34.250,0.000,100.782,,Filter Warning,
52800,9590,2711,1194,574,372,379,138,174,70,9,3,0,0,0,0,0,0,0.117675,34.250,0.000,100.781,,Filter Warning,
52860,9566,2758,1159,587,376,361,164,175,70,11,7,1,0,0,0,0,0,0.118015,34.249,0.000,100.779,,Filter Warning,
52920,9638,2710,1240,565,381,409,157,194,66,14,1,0,0,0,0,0,0,0.119139,34.250,0.000,100.774,,Filter Warning,
52980,9639,2772,1264,640,362,381,144,187,67,10,2,2,2,0,0,0,0,0.120467,34.250,0.000,100.773,,Filter Warning,
53040,9595,2734,1232,584,349,393,144,178,70,11,2,0,0,0,1,0,0,0.118451,34.250,0.000,100.775,,Filter Warning,
53100,9679,2767,1172,592,380,382,162,162,68,10,4,0,0,0,0,0,0,0.119222,34.248,0.000,100.773,,Filter Warning,
53160,10012,2787,1183,563,404,362,160,183,62,11,1,0,1,0,0,0,0,0.121744,34.250,0.000,100.771,,Filter Warning,
53220,9841,2693,1217,570,359,363,143,167,80,12,3,1,0,0,0,0,0,0.119838,34.249,0.000,100.773,,Filter Warning,
53280,9723,2698,1170,612,375,364,146,142,76,11,3,4,0,0,0,0,0,0.118567,34.249,0.000,100.770,,Filter Warning,
53340,9805,2703,1208,552,386,364,120,136,66,6,3,1,1,0,0,1,0,0.118807,34.247,0.000,100.769,,Filter Warning,
