Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_038
Test Start Time,15:47:41
Test Start Date,2024/02/13
Test Length [D:H:M:S],0:15:38:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,938
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
60,45053,41200,40364,23671,20494,35502,20638,26953,30974,27492,21261,16525,11694,7170,5037,3289,2205,4.177832,34.593,0.000,100.646,,Filter Warning,
120,44770,41159,40491,23696,20438,35644,20613,26954,31166,27691,20922,16224,12010,6989,4937,3165,2184,4.187133,34.678,0.000,100.644,,Filter Warning,
180,39442,36098,35035,20488,17427,31331,18176,23647,27052,24050,18671,14204,10546,6236,4415,2773,1926,3.674757,34.711,0.000,100.646,,Filter Warning,
240,35950,33052,32301,18959,15969,28752,16746,21636,24534,21990,16861,12985,9495,5668,4045,2544,1701,3.364403,34.742,0.000,100.645,,Filter Warning,
300,35271,32283,31406,18512,15619,27812,15987,21088,24202,21333,16479,12768,9150,5553,3981,2474,1652,3.282262,34.768,0.000,100.649,,Filter Warning,
360,35817,32984,31739,18716,15898,28440,16585,21418,24416,21660,16473,12912,9306,5619,3953,2563,1724,3.333120,34.806,0.000,100.647,,Filter Warning,
420,35434,32365,31396,18525,15731,28035,16232,20908,24166,21191,16305,12732,9074,5306,3768,2466,1532,3.268919,34.821,0.000,100.649,,Filter Warning,
480,34578,31809,30762,18391,15312,27355,15911,20562,23544,20886,15775,12114,8888,5267,3544,2310,1591,3.192991,34.851,0.000,100.652,,Filter Warning,
540,33557,30690,29806,17610,14807,26497,15221,19758,22794,20096,15056,12026,8424,5070,3540,2290,1584,3.082372,34.888,0.000,100.654,,Filter Warning,
600,32103,29332,28332,16785,14142,25043,14551,18876,21412,19073,14570,11282,8099,4818,3272,2167,1458,2.926839,34.910,0.000,100.655,,Filter Warning,
660,31808,29181,28040,16338,13604,25015,14711,18513,21101,18672,14318,11013,7930,4789,3437,2043,1505,2.892783,34.937,0.000,100.663,,Filter Warning,
720,31209,28451,27536,16356,13532,24305,13853,18196,20706,18381,14213,11064,7880,4661,3276,2138,1518,2.845432,34.968,0.000,100.664,,Filter Warning,
780,31625,28998,27780,16401,13879,24762,14002,18436,21011,18800,14031,11124,7932,4637,3317,2152,1471,2.874003,34.985,0.000,100.667,,Filter Warning,
840,29962,27193,26454,15417,13037,23166,13471,17096,19813,17392,13307,9966,7372,4327,3060,1990,1386,2.695690,35.019,0.000,100.670,,Filter Warning,
900,29002,25971,25110,14789,12303,22418,12768,16310,18915,16428,12565,9830,6875,4013,2887,1800,1265,2.566644,35.032,0.000,100.669,,Filter Warning,
960,26136,23452,22688,13398,10915,19781,11231,14652,16659,14658,11237,8542,6161,3549,2509,1624,1144,2.284392,35.059,0.000,100.669,,Filter Warning,
1020,26171,23503,22779,13192,10963,19512,11197,14582,16649,14651,10989,8339,5968,3545,2649,1643,1210,2.275351,35.081,0.000,100.670,,Filter Warning,
1080,25006,22287,21184,12479,10153,18518,10568,13462,15359,13227,10210,7764,5455,3199,2284,1493,1089,2.118442,35.094,0.000,100.672,,Filter Warning,
1140,27789,24833,23535,13679,10936,19533,11280,14334,16093,13490,10224,7492,5454,3092,2081,1394,1011,2.240660,35.126,0.000,100.675,,Filter Warning,
1200,32121,28543,26644,15944,12532,21279,11617,15289,16126,13084,9295,6734,4626,2629,1846,1183,769,2.368052,35.146,0.000,100.675,,Filter Warning,
1260,32010,28066,26302,15476,12054,21250,11656,14968,16045,13179,9650,6785,4658,2669,1891,1168,800,2.348994,35.151,0.000,100.674,,Filter Warning,
1320,30236,26519,24750,14280,11276,19728,10815,13872,15281,12363,8956,6460,4446,2522,1671,1066,705,2.200669,35.170,0.000,100.671,,Filter Warning,
1380,26297,22944,20861,12294,9552,16771,9246,12029,12825,10606,7625,5528,3803,2112,1483,952,640,1.878986,35.189,0.000,100.675,,Filter Warning,
1440,24880,21420,19755,11552,9058,15731,8643,11353,12272,9820,7109,5143,3493,2043,1399,860,608,1.768948,35.195,0.000,100.674,,Filter Warning,
1500,24965,21350,19586,11520,8966,15763,8929,11139,12062,9830,6859,4995,3446,1903,1266,816,526,1.750492,35.208,0.000,100.675,,Filter Warning,
1560,24087,20569,19064,10862,8587,15125,8318,10482,11537,9448,6698,4843,3311,1792,1231,716,506,1.680126,35.237,0.000,100.674,,Filter Warning,
1620,23864,20078,18625,10660,8617,14901,8195,10446,11459,9057,6681,4762,3238,1779,1192,760,485,1.658639,35.246,0.000,100.675,,Filter Warning,
1680,23163,19728,18362,10753,8329,14514,7982,10322,11056,8918,6420,4617,3218,1725,1142,677,447,1.618053,35.262,0.000,100.677,,Filter Warning,
1740,23884,20643,18686,11043,8582,14837,8200,10494,11452,9276,6676,4753,3212,1764,1175,770,482,1.663566,35.267,0.000,100.676,,Filter Warning,
1800,24557,20296,18250,10748,8159,14582,8002,10106,11092,8945,6402,4645,3159,1761,1131,657,462,1.625479,35.301,0.000,100.678,,Filter Warning,
1860,25070,20064,18137,10477,8085,14205,7799,9948,10777,8687,6246,4591,3063,1714,1205,633,444,1.604856,35.302,0.000,100.680,,Filter Warning,
1920,25646,20470,18456,10598,8257,14478,8007,10016,10766,8795,6554,4551,3163,1687,1146,687,448,1.630915,35.307,0.000,100.683,,Filter Warning,
1980,25463,20524,18313,10564,8176,14215,7952,9785,10832,8713,6267,4591,3044,1682,1172,667,447,1.617652,35.321,0.000,100.685,,Filter Warning,
2040,26251,20307,17594,10226,7834,13747,7537,9788,10191,8539,5995,4532,2937,1629,1132,623,419,1.573465,35.321,0.000,100.685,,Filter Warning,
2100,26272,20406,17924,10278,7776,13832,7544,9529,10250,8361,6028,4179,2927,1577,1005,609,391,1.568035,35.338,0.000,100.690,,Filter Warning,
2160,26827,21053,17907,10120,7914,13870,7703,9592,10374,8287,6116,4263,2836,1606,1023,578,360,1.581380,35.359,0.000,100.690,,Filter Warning,
2220,26963,21037,17979,10092,8075,13848,7616,9491,10302,8516,6197,4233,2921,1571,1079,620,405,1.589902,35.364,0.000,100.692,,Filter Warning,
2280,27530,21069,17773,9985,7944,13814,7403,9374,10185,8210,5938,4199,2786,1552,1041,595,390,1.574701,35.377,0.000,100.692,,Filter Warning,
2340,27687,20833,17703,9825,7690,13525,7449,9347,10186,8017,5739,4106,2738,1498,1024,614,390,1.556114,35.377,0.000,100.693,,Filter Warning,
2400,28576,21042,17325,9830,7712,13377,7352,8961,9850,7971,5669,4032,2689,1423,951,568,366,1.539832,35.393,0.000,100.698,,Filter Warning,
2460,31814,23681,20186,11142,8545,14671,8267,9929,10672,8406,5707,4064,2714,1498,970,557,366,1.696692,35.415,0.000,100.700,,Filter Warning,
2520,38233,30359,25672,14635,11145,19038,10084,12433,13298,9526,6042,4134,2586,1377,947,550,385,2.081040,35.442,0.000,100.701,,Filter Warning,
2580,36046,28241,23452,13268,10268,17436,9058,11553,12131,9392,6103,4195,2700,1489,922,600,349,1.948928,35.453,0.000,100.701,,Filter Warning,
2640,36129,27081,22297,12744,9986,16410,8653,10978,11550,8953,5994,3863,2527,1359,872,481,317,1.861900,35.453,0.000,100.701,,Filter Warning,
2700,35487,26158,21464,12039,9340,15954,8562,10430,11123,8328,5624,3784,2455,1238,849,494,311,1.789159,35.454,0.000,100.700,,Filter Warning,
2760,35128,26080,21165,11748,9055,15325,8157,10186,10683,8078,5538,3769,2351,1205,784,445,254,1.741250,35.470,0.000,100.701,,Filter Warning,
2820,34910,25560,20904,11452,8815,14974,7754,10032,10409,8153,5464,3621,2255,1220,790,424,257,1.707640,35.472,0.000,100.701,,Filter Warning,
2880,34597,24991,19930,10738,8480,14368,7816,9468,9768,7696,5253,3506,2103,1195,719,368,246,1.644499,35.474,0.000,100.702,,Filter Warning,
2940,34403,24234,19244,10564,8209,13735,7370,9089,9431,7234,4914,3322,2087,1055,704,381,227,1.588212,35.508,0.000,100.701,,Filter Warning,
3000,33243,22960,18146,9965,7541,13087,6960,8528,8908,7010,4621,3115,1977,1003,710,368,226,1.505060,35.509,0.000,100.701,,Filter Warning,
3060,32108,22424,17336,9365,7093,11928,6295,8036,8264,6573,4479,2975,1831,960,638,378,196,1.425021,35.509,0.000,100.701,,Filter Warning,
3120,31167,21408,16373,8856,6567,11356,6064,7567,7826,6120,4067,2796,1814,907,578,361,216,1.353594,35.520,0.000,100.701,,Filter Warning,
3180,29288,19969,14847,8314,5936,10323,5533,6785,7120,5353,3844,2469,1626,913,540,291,141,1.240317,35.528,0.000,100.702,,Filter Warning,
3240,27877,18577,14064,7439,5740,9490,5057,6134,6671,5111,3451,2343,1544,825,563,321,178,1.157744,35.528,0.000,100.703,,Filter Warning,
3300,26797,18038,13384,7461,5456,9225,4912,6171,6499,5039,3354,2266,1457,818,492,258,149,1.118893,35.544,0.000,100.703,,Filter Warning,
3360,26678,17701,13425,7274,5563,9479,5012,6065,6373,4949,3265,2221,1419,741,465,245,157,1.112559,35.566,0.000,100.703,,Filter Warning,
3420,25218,16591,12397,6730,5051,8653,4555,5641,5823,4508,3014,2095,1289,709,380,218,112,1.028838,35.566,0.000,100.704,,Filter Warning,
3480,24308,15792,11790,6441,4699,7965,4234,5294,5364,4355,2850,1932,1220,634,403,200,115,0.971290,35.566,0.000,100.703,,Filter Warning,
3540,22842,14938,11279,6088,4483,7276,3807,4920,5017,3993,2589,1807,1176,602,428,188,117,0.911395,35.567,0.000,100.704,,Filter Warning,
3600,21901,14344,10574,5707,4178,7286,3727,4532,4745,3807,2548,1661,1067,559,366,193,107,0.868713,35.575,0.000,100.703,,Filter Warning,
3660,21327,13659,10214,5548,4085,6731,3532,4484,4569,3624,2405,1618,1092,588,342,184,105,0.835528,35.585,0.000,100.705,,Filter Warning,
3720,22063,14312,10440,5848,4302,7214,3917,4719,4827,3722,2497,1671,1046,533,363,208,109,0.870616,35.585,0.000,100.704,,Filter Warning,
3780,21227,13727,10388,5676,4263,6997,3620,4535,4747,3599,2382,1632,953,529,380,175,109,0.844550,35.616,0.000,100.704,,Filter Warning,
3840,20066,12767,9534,5348,3969,6337,3291,4109,4324,3350,2222,1484,948,488,322,184,110,0.782938,35.603,0.000,100.706,,Filter Warning,
3900,19320,12484,9304,5049,3742,6103,3154,4020,4100,3077,2127,1430,909,475,303,166,106,0.752210,35.622,0.000,100.704,,Filter Warning,
3960,19981,12695,9417,5110,3863,6278,3374,4080,4275,3200,2139,1390,895,445,304,159,99,0.769131,35.623,0.000,100.704,,Filter Warning,
4020,19625,12831,9753,5256,3974,6521,3498,4182,4332,3270,2218,1471,974,490,313,194,100,0.786966,35.623,0.000,100.707,,Filter Warning,
4080,19171,12541,9418,5082,3866,6362,3389,4197,4324,3128,2114,1457,957,478,319,159,109,0.767084,35.623,0.000,100.704,,Filter Warning,
4140,19950,13101,9938,5333,3999,6865,3478,4405,4588,3362,2250,1599,985,524,316,211,107,0.808345,35.639,0.000,100.709,,Filter Warning,
4200,19062,12203,9276,4965,3775,6306,3371,4160,4198,3119,2086,1400,909,472,306,186,111,0.754915,35.641,0.000,100.707,,Filter Warning,
4260,19318,12525,9661,5205,3907,6560,3464,4131,4255,3194,2232,1461,962,487,321,164,142,0.775978,35.641,0.000,100.709,,Filter Warning,
4320,19325,12912,9651,5451,3893,6406,3421,4191,4347,3233,2093,1443,956,463,337,164,102,0.778633,35.641,0.000,100.715,,Filter Warning,
4380,18978,12714,9594,5325,4027,6626,3477,4328,4332,3223,2216,1530,972,515,350,227,153,0.785183,35.642,0.000,100.712,,Filter Warning,
4440,19213,12616,9665,5265,3995,6610,3409,4245,4321,3187,2108,1442,934,547,338,236,157,0.781576,35.643,0.000,100.711,,Filter Warning,
4500,19871,12993,9987,5578,4139,6889,3653,4426,4498,3399,2335,1524,976,546,355,226,129,0.813320,35.667,0.000,100.713,,Filter Warning,
4560,18509,11930,9126,4866,3753,6152,3273,3993,4038,3122,2061,1439,900,505,313,212,171,0.741796,35.676,0.000,100.711,,Filter Warning,
4620,18258,11905,8827,4817,3560,6108,3112,3863,3838,2919,1978,1380,862,464,319,200,129,0.721361,35.660,0.000,100.713,,Filter Warning,
4680,18027,11757,8920,4916,3597,6031,3256,3860,3961,2963,1953,1320,868,475,310,200,142,0.722997,35.679,0.000,100.715,,Filter Warning,
4740,16469,10377,7499,4238,3071,5032,2582,3192,3235,2388,1681,1116,668,366,252,162,106,0.616537,35.679,0.000,100.718,,Filter Warning,
4800,17716,11036,8153,4580,3412,5492,2937,3570,3565,2553,1721,1177,788,393,235,155,74,0.667783,35.680,0.000,100.722,,Filter Warning,
4860,16879,10561,7980,4332,3263,5386,2701,3402,3400,2494,1670,1126,709,406,284,162,93,0.640931,35.680,0.000,100.725,,Filter Warning,
4920,17164,10544,7970,4293,3231,5241,2741,3380,3424,2444,1692,1102,769,392,273,164,106,0.642088,35.688,0.000,100.728,,Filter Warning,
4980,16655,10493,7974,4275,3129,5184,2745,3424,3465,2551,1584,1081,734,363,292,149,107,0.635054,35.697,0.000,100.727,,Filter Warning,
5040,16120,9981,7322,4084,3036,4880,2579,3193,3072,2286,1603,1053,670,386,267,205,124,0.599835,35.697,0.000,100.729,,Filter Warning,
5100,16379,10190,7596,4264,3094,4885,2569,3174,3240,2344,1549,1128,671,387,244,147,117,0.612599,35.698,0.000,100.732,,Filter Warning,
5160,15666,9782,6745,3882,2918,4509,2470,2877,2891,2190,1410,943,618,351,211,124,98,0.566570,35.698,0.000,100.730,,Filter Warning,
5220,14782,9103,6594,3632,2573,4211,2185,2689,2687,1992,1236,872,549,253,184,104,66,0.526667,35.698,0.000,100.732,,Filter Warning,
5280,14732,9031,6628,3672,2580,4205,2146,2747,2734,1868,1259,862,557,281,170,102,62,0.525061,35.698,0.000,100.732,,Filter Warning,
5340,14718,8662,6257,3475,2514,4022,2072,2610,2469,1800,1200,778,541,232,177,107,71,0.503058,35.698,0.000,100.732,,Filter Warning,
5400,13431,8106,5676,3192,2270,3577,1830,2237,2116,1533,1016,675,410,196,134,71,57,0.449885,35.698,0.000,100.732,,Filter Warning,
5460,13385,7852,5694,3182,2093,3562,1785,2126,2132,1479,1015,622,387,223,130,69,44,0.440684,35.697,0.000,100.733,,Filter Warning,
5520,13241,7834,5511,3170,2246,3489,1824,2108,2029,1528,967,631,419,199,130,54,47,0.439089,35.698,0.000,100.735,,Filter Warning,
5580,13469,8104,5722,3200,2240,3536,1780,2118,2246,1498,968,673,420,193,122,76,42,0.447456,35.698,0.000,100.735,,Filter Warning,
5640,14377,8656,6205,3464,2361,3802,1831,2353,2344,1619,1086,654,396,176,111,61,47,0.478490,35.708,0.000,100.734,,Filter Warning,
5700,13748,8217,5944,3252,2393,3819,1841,2303,2236,1582,1010,688,391,197,123,59,43,0.464291,35.712,0.000,100.739,,Filter Warning,
5760,13400,8102,5733,3176,2284,3577,1830,2157,2098,1527,900,618,388,202,111,56,34,0.446164,35.698,0.000,100.741,,Filter Warning,
5820,13923,8204,5777,3130,2278,3560,1874,2323,2136,1566,988,626,373,199,118,60,37,0.455209,35.698,0.000,100.741,,Filter Warning,
5880,13460,8007,5795,3187,2173,3511,1806,2189,2136,1486,950,629,386,170,103,67,43,0.443457,35.698,0.000,100.747,,Filter Warning,
5940,13381,8014,5643,3079,2207,3475,1763,2229,2101,1449,919,557,367,160,90,58,31,0.437342,35.698,0.000,100.748,,Filter Warning,
6000,13330,7898,5686,3050,2212,3466,1763,2161,2070,1457,889,615,338,173,113,58,32,0.435360,35.698,0.000,100.750,,Filter Warning,
6060,13403,8012,5621,3092,2233,3462,1804,2156,2122,1429,904,563,356,190,75,54,23,0.437682,35.698,0.000,100.747,,Filter Warning,
6120,13379,7797,5646,3131,2193,3414,1715,2087,1966,1355,846,542,350,172,98,51,26,0.429254,35.698,0.000,100.756,,Filter Warning,
6180,13183,7931,5708,3080,2259,3452,1714,2075,2072,1416,866,590,353,136,96,49,24,0.432993,35.698,0.000,100.752,,Filter Warning,
6240,13251,7882,5506,3119,2204,3431,1757,2128,1996,1429,840,506,334,150,91,46,32,0.429185,35.698,0.000,100.756,,Filter Warning,
6300,13330,7751,5481,2990,2191,3412,1712,2122,1982,1336,823,531,341,142,94,41,25,0.423872,35.698,0.000,100.758,,Filter Warning,
6360,13240,7746,5427,2963,2135,3434,1658,2058,2004,1368,845,532,313,139,90,46,25,0.420150,35.698,0.000,100.762,,Filter Warning,
6420,13160,7709,5414,3021,2236,3250,1718,2051,1928,1322,840,540,292,160,85,39,24,0.418626,35.695,0.000,100.762,,Filter Warning,
6480,13077,7846,5702,3018,2174,3246,1682,1969,1926,1225,869,513,313,145,65,42,20,0.420069,35.692,0.000,100.762,,Filter Warning,
6540,13032,7680,5511,2971,2206,3373,1695,2018,1961,1238,866,484,287,170,82,45,20,0.418246,35.685,0.000,100.760,,Filter Warning,
6600,12950,7714,5403,3059,2173,3209,1669,1943,1820,1267,821,475,295,137,83,37,14,0.410894,35.682,0.000,100.759,,Filter Warning,
6660,13048,7674,5430,2881,2104,3257,1639,1949,1830,1278,765,450,250,123,67,30,16,0.407280,35.680,0.000,100.760,,Filter Warning,
6720,12879,7706,5468,2951,2148,3238,1628,1936,1974,1235,795,488,262,124,76,38,14,0.409752,35.679,0.000,100.762,,Filter Warning,
6780,13091,7523,5395,2828,2094,3148,1570,1960,1843,1173,728,447,274,107,73,26,16,0.400871,35.679,0.000,100.762,,Filter Warning,
6840,12766,7497,5413,2863,2145,3167,1534,2014,1832,1261,762,480,280,103,68,38,13,0.402053,35.679,0.000,100.764,,Filter Warning,
6900,12535,7277,5190,2894,2116,3116,1600,1919,1757,1167,724,449,247,101,58,32,4,0.391322,35.679,0.000,100.762,,Filter Warning,
6960,12573,7521,5253,3051,2033,3088,1547,1978,1824,1186,786,468,284,121,59,32,5,0.397915,35.679,0.000,100.762,,Filter Warning,
7020,12841,7445,5298,2996,1995,3128,1487,1922,1795,1196,723,478,269,120,63,27,12,0.395951,35.675,0.000,100.764,,Filter Warning,
7080,12452,7111,5109,2864,2072,3022,1557,1750,1738,1163,746,433,283,113,62,21,11,0.384282,35.662,0.000,100.764,,Filter Warning,
7140,12447,7351,5263,2804,1977,3076,1562,1905,1797,1216,679,435,257,109,65,33,11,0.389150,35.650,0.000,100.764,,Filter Warning,
7200,12419,7263,5196,2758,2010,2996,1454,1920,1686,1139,642,425,236,113,59,15,10,0.381791,35.642,0.000,100.764,,Filter Warning,
7260,12736,7269,5236,2787,1914,2887,1444,1832,1719,1124,682,412,227,113,45,25,17,0.381502,35.641,0.000,100.764,,Filter Warning,
7320,12545,7108,5226,2733,1968,3073,1488,1842,1695,1092,683,433,230,109,71,18,8,0.381458,35.641,0.000,100.764,,Filter Warning,
7380,12424,7388,5225,2742,1986,2896,1431,1821,1630,1070,683,396,236,91,48,29,7,0.378984,35.641,0.000,100.764,,Filter Warning,
7440,12360,7153,5196,2662,2031,2940,1450,1667,1767,1118,629,398,237,70,49,21,10,0.375989,35.641,0.000,100.764,,Filter Warning,
7500,12408,7091,4958,2745,1917,2878,1423,1715,1694,1058,584,396,215,95,43,17,7,0.369979,35.641,0.000,100.766,,Filter Warning,
7560,12274,7144,4944,2757,1908,2917,1432,1705,1582,1038,633,399,228,95,57,16,13,0.370065,35.640,0.000,100.765,,Filter Warning,
7620,12134,7134,4929,2787,1900,2954,1366,1804,1645,1001,614,349,211,99,51,19,7,0.368410,35.626,0.000,100.766,,Filter Warning,
7680,12116,7111,4971,2660,1921,2865,1416,1721,1499,1050,650,384,199,101,52,24,10,0.365805,35.623,0.000,100.765,,Filter Warning,
7740,12221,6973,4945,2654,1857,2871,1344,1703,1584,1030,587,385,183,94,50,13,9,0.361809,35.623,0.000,100.769,,Filter Warning,
7800,12194,7097,4900,2649,1896,2798,1441,1704,1552,1018,623,357,218,88,38,14,12,0.362564,35.623,0.000,100.773,,Filter Warning,
7860,12111,7088,4983,2598,1911,2803,1391,1680,1569,984,577,343,166,89,43,16,7,0.360489,35.623,0.000,100.772,,Filter Warning,
7920,12033,6903,4772,2613,1857,2757,1348,1714,1479,939,560,323,194,88,29,14,8,0.352958,35.622,0.000,100.766,,Filter Warning,
7980,12157,6788,4720,2551,1892,2672,1336,1577,1509,893,570,312,158,87,39,17,5,0.349597,35.599,0.000,100.767,,Filter Warning,
8040,11881,6844,4913,2576,1858,2659,1358,1548,1442,952,588,301,173,73,35,21,8,0.349794,35.586,0.000,100.769,,Filter Warning,
8100,11750,6764,4720,2534,1910,2613,1285,1543,1479,824,517,308,164,65,25,19,3,0.342194,35.585,0.000,100.770,,Filter Warning,
8160,11702,6952,4810,2568,1854,2682,1333,1635,1510,903,556,306,181,75,45,14,5,0.349612,35.585,0.000,100.775,,Filter Warning,
8220,11716,6833,4696,2491,1876,2655,1368,1621,1451,879,540,322,160,65,33,6,4,0.343328,35.585,0.000,100.771,,Filter Warning,
8280,11784,6705,4627,2598,1845,2666,1323,1536,1409,904,510,296,166,88,34,12,3,0.342479,35.585,0.000,100.772,,Filter Warning,
8340,11808,6646,4732,2524,1811,2637,1304,1586,1389,858,558,293,150,53,40,13,2,0.340234,35.585,0.000,100.776,,Filter Warning,
8400,11544,6656,4622,2545,1726,2570,1264,1522,1351,898,542,250,167,73,38,10,7,0.335227,35.575,0.000,100.779,,Filter Warning,
8460,11479,6677,4704,2509,1828,2563,1281,1466,1396,833,491,287,142,57,28,10,4,0.334310,35.567,0.000,100.779,,Filter Warning,
8520,11677,6699,4663,2445,1685,2502,1215,1542,1391,864,498,308,141,61,25,13,5,0.333045,35.566,0.000,100.781,,Filter Warning,
8580,11692,6563,4564,2419,1723,2546,1319,1539,1299,773,521,278,128,75,21,14,3,0.330828,35.566,0.000,100.780,,Filter Warning,
8640,11514,6523,4661,2444,1838,2490,1279,1535,1340,815,520,250,150,60,20,13,5,0.331342,35.566,0.000,100.780,,Filter Warning,
8700,11543,6599,4558,2501,1698,2528,1182,1495,1328,803,450,301,147,66,33,8,4,0.328175,35.566,0.000,100.783,,Filter Warning,
8760,11686,6499,4647,2416,1717,2573,1227,1510,1305,839,526,269,131,50,21,2,0,0.330583,35.566,0.000,100.781,,Filter Warning,
8820,11466,6537,4387,2447,1701,2453,1218,1524,1254,782,463,276,142,47,20,5,3,0.323033,35.535,0.000,100.781,,Filter Warning,
8880,11445,6367,4582,2378,1684,2455,1239,1446,1276,821,431,224,121,50,29,9,2,0.319598,35.529,0.000,100.782,,Filter Warning,
8940,11434,6377,4423,2362,1681,2423,1234,1405,1250,777,428,276,146,62,31,8,1,0.319326,35.528,0.000,100.778,,Filter Warning,
9000,11231,6467,4495,2408,1655,2396,1178,1369,1307,801,452,243,147,53,22,7,2,0.319062,35.528,0.000,100.782,,Filter Warning,
9060,11169,6286,4428,2337,1619,2321,1181,1427,1222,718,414,236,134,59,17,10,2,0.311816,35.528,0.000,100.784,,Filter Warning,
9120,11387,6350,4328,2339,1663,2417,1110,1373,1172,761,452,259,116,46,20,5,1,0.313322,35.528,0.000,100.786,,Filter Warning,
9180,11305,6194,4367,2337,1601,2437,1130,1402,1221,735,421,230,99,60,13,9,1,0.311974,35.521,0.000,100.782,,Filter Warning,
9240,11617,6353,4306,2283,1587,2379,1103,1334,1229,715,414,227,115,40,20,11,3,0.311946,35.517,0.000,100.788,,Filter Warning,
9300,11311,6181,4254,2323,1654,2332,1097,1423,1245,659,409,229,100,47,24,5,0,0.308877,35.509,0.000,100.787,,Filter Warning,
9360,11133,6195,4204,2269,1582,2277,1084,1453,1203,681,427,236,122,58,21,5,4,0.305074,35.509,0.000,100.785,,Filter Warning,
9420,11360,6294,4200,2288,1564,2310,1116,1334,1164,696,357,217,109,38,22,3,1,0.306013,35.509,0.000,100.787,,Filter Warning,
9480,11560,6198,4185,2291,1633,2327,1080,1348,1114,657,428,222,123,52,15,7,4,0.306243,35.509,0.000,100.781,,Filter Warning,
9540,11432,6227,4205,2293,1567,2247,1036,1347,1181,667,374,239,103,35,15,4,3,0.303647,35.501,0.000,100.781,,Filter Warning,
9600,11347,6201,4129,2256,1486,2250,1074,1283,1110,645,345,193,99,38,11,6,1,0.298661,35.486,0.000,100.777,,Filter Warning,
9660,11618,6305,4321,2243,1619,2147,1080,1333,1107,654,356,209,89,42,15,8,1,0.304999,35.475,0.000,100.781,,Filter Warning,
9720,11780,6343,4140,2124,1530,2256,1015,1251,1073,618,330,208,106,33,19,7,2,0.299872,35.472,0.000,100.778,,Filter Warning,
9780,11752,6116,4208,2193,1519,2233,1044,1239,1134,681,326,183,102,38,25,6,2,0.300471,35.472,0.000,100.782,,Filter Warning,
9840,11654,6335,4135,2200,1549,2250,998,1273,1026,636,334,182,93,29,18,4,1,0.299223,35.472,0.000,100.783,,Filter Warning,
9900,11598,6241,4019,2087,1558,2162,1024,1250,991,617,336,192,87,35,9,4,1,0.294419,35.471,0.000,100.785,,Filter Warning,
9960,11568,6103,4151,2232,1470,2211,973,1185,1027,612,339,197,99,33,10,5,1,0.295335,35.471,0.000,100.786,,Filter Warning,
10020,11773,6049,4092,2197,1485,2056,971,1187,1034,555,376,177,67,23,11,7,1,0.291965,35.464,0.000,100.787,,Filter Warning,
10080,11748,6046,4053,2272,1631,2215,1054,1292,1070,573,326,189,90,34,14,5,1,0.299534,35.455,0.000,100.785,,Filter Warning,
10140,11486,6293,4140,2173,1427,2083,972,1211,1033,584,335,186,75,37,8,8,2,0.293553,35.453,0.000,100.784,,Filter Warning,
10200,11551,6339,4130,2181,1481,1998,967,1222,1031,585,309,162,98,41,7,3,1,0.293832,35.453,0.000,100.783,,Filter Warning,
10260,11928,6067,4041,2165,1534,2087,1011,1193,978,571,308,166,96,22,8,4,5,0.293379,35.450,0.000,100.784,,Filter Warning,
10320,11696,5900,3839,2134,1528,2016,911,1189,956,536,308,160,81,31,16,5,2,0.285020,35.453,0.000,100.784,,Filter Warning,
10380,11537,6120,4090,2208,1431,2141,998,1155,981,542,326,164,81,26,10,3,2,0.290477,35.440,0.000,100.784,,Filter Warning,
10440,11694,6181,3990,2024,1462,1994,927,1177,953,533,303,177,80,28,16,3,1,0.287070,35.416,0.000,100.783,,Filter Warning,
10500,11553,5991,4033,2046,1438,2006,934,1143,931,527,262,154,73,38,12,3,0,0.282558,35.415,0.000,100.785,,Filter Warning,
10560,11472,5878,3906,2133,1459,2018,928,1165,962,519,294,181,70,25,10,1,4,0.282461,35.415,0.000,100.786,,Filter Warning,
10620,11482,6019,3909,2058,1424,1955,957,1114,957,533,267,160,69,28,9,2,0,0.281815,35.415,0.000,100.786,,Filter Warning,
10680,11491,5885,3968,2128,1446,1998,903,1123,960,514,316,154,82,18,11,3,1,0.282037,35.404,0.000,100.783,,Filter Warning,
