Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
70440,23369,7648,3244,1793,1221,1633,863,1076,967,566,386,257,177,115,82,38,35,0.361187,34.930,0.000,100.389,,,
70500,21144,7152,3106,1736,1335,1755,897,1107,934,588,407,269,190,118,65,50,45,0.344810,34.924,0.000,100.390,,,
70560,20767,7214,3212,1730,1261,1640,855,1072,892,604,398,284,198,106,87,61,38,0.340952,34.924,0.000,100.389,,,
70620,20190,6948,3145,1718,1288,1741,836,1164,954,636,437,361,246,114,93,60,44,0.339317,34.924,0.000,100.389,,,
70680,19529,6729,3164,1722,1251,1700,832,1077,982,602,424,289,219,117,86,62,47,0.331152,34.923,0.000,100.389,,,
70740,21853,9445,5865,3231,2468,4015,2168,2777,2730,2294,1737,1407,1107,751,639,507,539,0.606418,34.923,0.000,100.389,,,
70800,33329,20219,15919,8690,7063,12465,7038,8776,9828,8792,6992,5760,4618,3179,2664,2129,2343,1.683325,34.923,0.000,100.389,,,
70860,31594,18738,15032,8332,6679,12028,6990,8845,9812,8818,7290,6015,4926,3411,2936,2499,2932,1.672512,34.923,0.000,100.389,,,
70920,38671,25249,21422,11473,9856,17864,10219,12841,14477,12745,10573,8803,7114,4933,4218,3550,4280,2.372252,34.923,0.000,100.389,,,
70980,45001,31335,27273,14843,12716,23067,13282,16978,19182,16999,13786,11380,9276,6210,5515,4460,5345,3.032954,34.885,0.000,100.391,,,
71040,50850,36583,32542,17644,15435,27706,16049,20356,23074,20615,16434,13719,11174,7638,6543,5437,6143,3.607934,34.817,0.000,100.389,,,
71100,55339,41552,36840,19793,17357,32023,18336,23146,26002,23596,19326,15970,13133,8813,7782,6569,7791,4.118157,34.773,0.000,100.389,,,
71160,59321,45049,39770,21628,19082,34150,19932,24746,28310,25261,20287,16602,13533,9425,7930,6668,7765,4.400845,34.726,0.000,100.389,,,
71220,64027,49674,44407,24110,21330,38022,22310,27778,31414,27906,22588,18778,14893,10170,8804,7201,8312,4.867419,34.686,0.000,100.389,,,
71280,58743,45135,39945,21567,19004,33958,19693,24810,28246,24727,19972,16440,13554,9310,7916,6697,7569,4.363786,34.644,0.000,100.390,,,
71340,60092,46322,42100,22563,20367,36131,21054,26607,30258,27336,22025,18198,14836,10209,8931,7358,8721,4.675100,34.606,0.000,100.391,,,
71400,62557,48769,44463,24142,21598,38570,22411,28560,31836,28779,23133,19306,15614,10614,9161,7776,8870,4.941865,34.577,0.000,100.391,,,
71460,68379,54517,49635,27164,24643,42941,25257,31713,35673,32119,25996,21553,17721,12085,10256,8442,9891,5.524999,34.536,0.000,100.394,,,
71520,65869,52210,47448,26136,24322,42170,24444,31632,35353,32309,26178,21845,17819,12286,10499,8957,10087,5.446109,34.509,0.000,100.395,,,
71580,64483,51056,46559,25615,23454,40771,23974,30502,34556,31255,25149,21120,16916,11780,9814,8222,9038,5.263422,34.474,0.000,100.408,,,
71640,65187,52731,48837,27058,25955,43624,25999,33283,38239,34784,28459,24167,19954,13885,11620,9810,11469,5.765045,34.444,0.000,100.415,,,
71700,72438,59146,54599,29942,28693,48946,28674,36810,41694,37773,30541,25561,20805,14297,11974,10113,11502,6.313946,34.422,0.000,100.413,,,
71760,69757,57133,53356,29430,28589,48472,28972,36990,41847,38780,32010,26697,21868,15236,12917,10700,11909,6.377311,34.435,0.000,100.415,,,
71820,73812,60936,57185,31786,31236,52251,31295,40074,46379,42354,34893,29880,24175,16743,14422,12146,13831,6.973547,34.467,0.000,100.417,,,
71880,73759,60889,56636,31447,30572,51808,30713,39020,45537,41396,33862,28739,23295,16192,13759,11501,12969,6.827364,34.481,0.000,100.417,,,
71940,85914,70648,65443,36139,36058,59442,35082,45173,51805,47269,38855,32423,26733,18303,15572,13231,15051,7.887029,34.506,0.000,100.417,,,
72000,83392,68847,62824,34605,33928,56118,33442,42482,48615,44530,36086,30088,24338,16572,14087,11661,12630,7.436440,34.519,0.000,100.419,,,
72060,81623,66633,61582,33469,32527,54663,31913,40820,46549,41959,34061,28443,23083,15966,13336,11098,12258,7.159352,34.528,0.000,100.420,,,
72120,79775,65651,59317,32676,31995,53184,30982,39926,45708,41533,33212,27839,22627,15233,13167,10855,12274,6.986844,34.538,0.000,100.406,,,
72180,72798,59444,54512,29602,28117,48230,28150,35810,40325,36793,29600,24404,20081,13584,11394,9415,10688,6.241323,34.539,0.000,100.416,,,
72240,67090,54857,50362,27701,25350,44214,25768,33247,37240,33720,27292,22405,17922,12401,10228,8282,8899,5.698819,34.556,0.000,100.406,,,
72300,73120,59486,54219,29999,27957,47816,27881,35217,40268,36368,29426,24484,19784,13484,11514,9376,9896,6.198575,34.577,0.000,100.409,,,
72360,82312,67189,60936,33456,32266,53580,31772,40239,45661,41168,33028,27774,22192,15192,12503,10459,11209,7.002511,34.583,0.000,100.405,,,
72420,84582,69499,63899,34556,33847,56576,33120,41957,47938,42979,35014,28829,23345,15893,13352,11238,12437,7.349059,34.595,0.000,100.411,,,
72480,82923,68549,62736,34546,33254,55779,32485,41200,46666,42185,34062,28113,22224,15466,12754,10396,10826,7.143869,34.596,0.000,100.419,,,
72540,90380,75310,69264,38257,37626,62461,36346,46264,52859,47904,38946,32331,25737,17175,14447,11635,12233,8.043437,34.621,0.000,100.414,,,
72600,82875,68659,64237,34896,34302,57144,33785,42647,48793,44434,35559,29350,23603,16039,13276,11055,11986,7.401240,34.635,0.000,100.419,,,
72660,69574,56096,51034,28063,26022,45113,26372,33494,37678,33744,27301,22525,18447,12348,10464,8653,9439,5.820231,34.635,0.000,100.420,,,
72720,71809,57622,52744,28539,27062,46920,27425,34883,39365,35592,28515,23648,19007,12662,10692,8960,9696,6.022165,34.635,0.000,100.420,,,
72780,74206,59936,54394,29265,27889,48613,28247,35930,40907,36652,29740,24484,19453,13120,11361,9356,10227,6.239496,34.652,0.000,100.412,,,
72840,74982,60361,54608,30131,27975,48481,28733,36429,40835,36953,29541,24355,19305,13192,11091,8861,9962,6.254056,34.654,0.000,100.413,,,
72900,79058,64825,59077,32334,30758,53151,30996,39827,44974,40445,32526,26583,21161,14055,11793,9292,9827,6.779514,34.676,0.000,100.417,,,
72960,77799,63694,57432,31355,29864,51513,30079,38257,42776,38756,30785,25111,19635,13153,10732,8399,8632,6.510374,34.692,0.000,100.414,,,
73020,81744,67421,62230,34270,33195,56443,33481,42359,48424,44245,35797,29561,23625,15827,13300,10857,11662,7.326400,34.692,0.000,100.410,,,
73080,83938,69938,64263,34980,33761,58718,34415,43976,49922,45077,36041,29401,23287,15637,13047,10211,10802,7.443838,34.704,0.000,100.415,,,
73140,80847,66701,60842,33621,32210,55426,32817,41638,47387,42478,33955,27728,22065,14531,12136,9484,10103,7.059399,34.711,0.000,100.418,,,
73200,87549,72762,67193,37038,36873,62351,36825,46886,54044,48262,38562,31756,25532,16834,14016,11252,11949,7.963479,34.712,0.000,100.420,,,
73260,84341,69911,64100,35204,34319,58313,34328,43754,49906,44723,35336,29026,22925,15077,12464,9792,9920,7.399096,34.713,0.000,100.420,,,
73320,94688,79663,74067,40958,41304,68742,40322,51892,58639,52855,42049,33877,26490,17542,14121,10928,11118,8.630888,34.745,0.000,100.421,,,
73380,92991,79618,73917,40453,40804,68141,40841,51961,59361,53025,42060,34428,26710,17461,14189,10920,11068,8.625854,34.750,0.000,100.420,,,
73440,92336,78083,72840,40452,40436,68511,40745,52268,59913,54509,43778,35502,28251,18544,15164,12009,11369,8.743209,34.756,0.000,100.420,,,
73500,93938,80781,76873,42778,46630,75462,45990,59877,69980,64726,53050,45124,36124,24610,20863,16687,17125,10.089020,34.768,0.000,100.420,,,
73560,97449,84407,80923,44709,49347,79613,48255,63080,73777,69108,57028,48255,39236,26531,22156,17784,18024,10.692304,34.769,0.000,100.420,,,
73620,97738,84562,81378,45471,50484,81147,48939,64523,76808,71526,59509,50245,41072,27657,23540,18415,18353,10.937159,34.785,0.000,100.420,,,
73680,96217,83798,80126,44368,49765,80640,48876,63591,76048,71327,58569,49264,40228,27291,23122,18179,18565,10.815489,34.808,0.000,100.422,,,
73740,99662,87067,83445,46701,53527,84548,51324,68016,79958,75004,62569,53019,42963,28962,24086,18928,19061,11.417023,34.808,0.000,100.421,,,
73800,95790,83669,80146,45025,51066,81369,48805,64292,76715,71926,59534,50833,41706,28463,24004,19211,20245,11.031854,34.808,0.000,100.423,,,
73860,84467,72406,67847,38295,40505,66752,40116,52548,61744,57639,47615,40842,32659,22388,18444,15025,15334,8.973547,34.811,0.000,100.426,,,
73920,79733,67778,63491,35613,37036,60928,37236,48186,56408,52293,43161,36332,29712,20014,17162,13568,13801,8.211131,34.819,0.000,100.427,,,
73980,67290,55522,51449,28610,27342,48159,28941,36974,42709,39997,32431,27352,22193,15157,12565,10333,10390,6.350469,34.826,0.000,100.431,,,
74040,51115,41904,38827,21644,19508,35282,21070,27035,31263,28534,23594,19323,15998,10807,9001,7141,7610,4.633279,34.827,0.000,100.430,,,
74100,51582,42311,39253,21859,19874,35663,21208,27136,31481,28867,23930,19948,16360,11107,9421,7476,7996,4.708038,34.839,0.000,100.431,,,
74160,56030,46027,42527,24058,22323,39414,23714,29972,35196,32123,26038,21556,17776,11671,9770,7771,7507,5.137718,34.865,0.000,100.442,,,
74220,57377,47576,43665,24237,22432,40759,24363,31105,35849,32744,26751,22270,17946,11935,9732,7592,7436,5.259709,34.883,0.000,100.445,,,
74280,56506,46864,43368,24132,22295,39855,24017,30507,35800,32470,26399,22203,17826,11958,9867,7713,7522,5.214197,34.904,0.000,100.437,,,
74340,55677,45714,42309,23611,21598,39146,23146,29715,34549,31345,25504,21260,16838,11176,9074,6974,6705,5.024066,34.904,0.000,100.441,,,
74400,55697,46169,42315,23660,21583,38796,23031,29535,34041,30925,25334,20727,16483,10785,8793,6807,6082,4.977728,34.913,0.000,100.444,,,
74460,55420,45294,41949,23523,21467,38425,23104,29665,33934,30696,25215,20737,16287,10743,8719,6611,6054,4.960867,34.923,0.000,100.444,,Filter Warning,
74520,54652,45047,41385,23123,21402,38514,23271,29493,34655,31656,25750,21053,16816,11169,9074,6758,6199,4.993075,34.923,0.000,100.447,,Filter Warning,
74580,55167,46988,43836,25094,23458,42575,25959,33436,39305,36611,29853,25052,19795,13016,10500,7967,7340,5.539743,34.923,0.000,100.447,,Filter Warning,
74640,54140,45245,42454,23959,22292,41064,24532,31811,37036,34501,27665,22733,17904,11806,9279,6709,5965,5.205198,34.937,0.000,100.449,,Filter Warning,
74700,53579,45746,42982,24351,22686,41483,25022,32156,37913,34977,28388,23072,18474,11970,9218,7141,6114,5.289847,34.962,0.000,100.443,,Filter Warning,
74760,54268,45915,43467,25044,23580,42949,25818,33419,39718,36626,30489,25017,20027,13234,10569,8064,7315,5.544493,34.962,0.000,100.448,,Filter Warning,
74820,57275,48980,47239,26955,26302,46717,28812,37682,44914,42102,35113,29142,23219,15752,12667,9687,9172,6.223997,34.962,0.000,100.448,,Filter Warning,
74880,64098,57394,57213,33050,35695,60894,37852,50251,61489,59665,50269,42941,34972,23525,19567,15244,14402,8.433181,34.966,0.000,100.449,,Filter Warning,
74940,72042,66434,67449,40246,48023,76308,47568,65081,81287,80743,69287,61111,49864,34601,28741,22268,21190,11.109503,34.979,0.000,100.448,,Filter Warning,
75000,74665,71409,74777,44716,58570,89310,56414,78109,99085,99902,87851,78138,64972,45137,37552,29564,28306,13.536900,34.981,0.000,100.450,,Filter Warning,
75060,76772,73157,75827,45432,59573,91313,57383,79854,101230,100613,89144,78151,64524,44161,36884,28411,26108,13.588260,34.981,0.000,100.449,,Filter Warning,
75120,76302,73346,76280,45894,59843,91823,58086,80356,101121,101641,89553,78294,65240,44611,36564,28207,26116,13.635092,34.990,0.000,100.451,,Filter Warning,
75180,76090,73882,76990,46636,62059,94441,59454,82820,104909,105829,92949,81932,67905,46516,38255,29259,27215,14.095677,35.018,0.000,100.451,,Filter Warning,
75240,79550,77989,83637,50911,77235,109963,70502,99382,128594,132308,118344,105878,89577,61829,51878,40618,38515,17.445686,35.019,0.000,100.451,,Filter Warning,
75300,79120,79135,85298,51806,84987,117355,76750,108972,142170,147799,133004,119994,101778,70939,59637,46738,44646,19.258055,35.019,0.000,100.450,,Filter Warning,
75360,80064,79914,86254,52582,83815,117695,75907,107452,140652,145580,130474,117904,99712,68875,57259,44669,42025,18.901165,35.029,0.000,100.451,,Filter Warning,
75420,78904,78522,84600,52024,82822,115739,74736,105804,137211,142493,128328,115365,98628,68329,57030,44844,41465,18.614124,35.038,0.000,100.452,,Filter Warning,
75480,79564,78962,85072,51622,81748,114862,74187,104838,136392,140926,127151,113572,96850,66778,55511,43029,39679,18.373547,35.038,0.000,100.451,,Filter Warning,
75540,78846,78736,85086,51823,78329,112895,72530,102403,131906,135412,120976,107810,90523,62111,51309,39408,35330,17.581175,35.048,0.000,100.452,,Filter Warning,
75600,78575,78435,84222,51472,77445,111160,71938,100803,130203,133594,118911,105782,88330,59878,49530,37311,31989,17.233931,35.075,0.000,100.453,,Filter Warning,
75660,79173,78898,85598,51972,84487,119270,77478,109114,143229,148579,133747,119679,101395,69813,57538,43664,39842,19.099447,35.075,0.000,100.451,,Filter Warning,
75720,79795,79016,86954,53176,86516,121428,79256,112110,146224,152266,137484,122932,104400,70280,57568,43754,37885,19.402075,35.080,0.000,100.451,,Filter Warning,
75780,79596,80160,87232,53789,89346,123497,80978,114891,150851,157149,141541,126749,106582,72722,59263,44440,38288,19.890041,35.093,0.000,100.452,,Filter Warning,
75840,77645,78170,85381,51561,81077,114768,75480,105841,138960,142281,127167,113536,95026,64324,52828,39483,34486,18.138151,35.094,0.000,100.452,,Filter Warning,
75900,76994,76840,82814,50814,76855,110712,72098,101077,130706,135037,120060,106732,89363,61262,50047,37732,33171,17.262667,35.094,0.000,100.454,,Filter Warning,
75960,73473,72807,79146,48113,67332,101223,65029,89977,115987,117746,104021,91251,75361,50661,40969,30688,24997,15.138270,35.106,0.000,100.452,,Filter Warning,
76020,70645,70730,76279,46620,61749,95151,60729,84747,108064,109547,95958,84207,69358,46257,37337,28103,23419,14.120288,35.130,0.000,100.452,,Filter Warning,
76080,71890,71249,77160,47367,65172,97868,62705,87252,112300,113843,101054,88170,73515,49674,40402,30337,26152,14.768249,35.132,0.000,100.453,,Filter Warning,
76140,70675,70796,76531,46640,63691,96371,61421,85600,109400,110934,97647,86000,70883,47811,38937,28927,24385,14.339828,35.137,0.000,100.454,,Filter Warning,
76200,70745,70071,75775,46637,61452,94905,60664,83624,106827,108041,94533,82062,67282,44783,35709,25669,20597,13.810359,35.148,0.000,100.460,,Filter Warning,
76260,69330,69190,73817,45232,59027,91945,58457,80982,103293,104577,91080,78981,64654,43257,34553,25165,20127,13.410367,35.151,0.000,100.457,,Filter Warning,
76320,70174,70087,74988,45562,60470,93951,59811,83123,105831,106991,93397,81416,66881,44036,35008,25352,19684,13.692267,35.151,0.000,100.461,,Filter Warning,
76380,69754,69130,74450,45271,58927,92442,58539,81853,103880,103863,90524,78231,64181,41790,32882,23828,17933,13.274805,35.170,0.000,100.465,,Filter Warning,
76440,69239,68751,73689,44790,58891,92141,58715,81246,103004,103531,91175,78543,64001,42539,33438,24038,18263,13.261625,35.188,0.000,100.466,,Filter Warning,
76500,67505,67519,73157,44114,57274,90262,57310,78691,100686,101084,87631,75821,62576,40918,32106,22702,17162,12.909261,35.189,0.000,100.463,,Filter Warning,
76560,67813,67232,72148,44163,55801,89033,56649,77608,98655,98530,85377,73399,59973,38746,29936,20810,14986,12.586824,35.189,0.000,100.468,,Filter Warning,
76620,67926,68069,72300,44490,55418,89102,56059,77503,98130,97492,83943,71252,57056,36048,27369,18418,12237,12.320957,35.189,0.000,100.467,,Filter Warning,
76680,67274,66408,69654,42501,51456,84291,53299,73646,92711,90853,77594,65521,52062,33489,25312,17337,11731,11.587727,35.191,0.000,100.470,,Filter Warning,
76740,66775,65148,69061,41791,50532,82350,51868,71067,89652,88486,75540,64165,50562,32220,24347,16698,11309,11.282034,35.199,0.000,100.472,,Filter Warning,
76800,67323,65707,69163,42009,50060,82125,51776,71314,89707,88485,75455,64255,49838,32361,24667,16617,11686,11.287645,35.207,0.000,100.470,,Filter Warning,
76860,68069,65938,69703,42407,50606,83362,52664,72434,90951,89242,75765,64049,50260,31781,24125,16113,11192,11.339328,35.208,0.000,100.474,,Filter Warning,
76920,66992,65736,69305,41771,49993,82957,52064,71238,90622,88712,74799,63015,49689,31393,23478,15931,10854,11.226748,35.208,0.000,100.478,,Filter Warning,
76980,66811,65440,69056,41791,49745,82380,52122,70822,88769,87092,74008,61824,48875,30777,23098,15467,10500,11.111300,35.208,0.000,100.480,,Filter Warning,
77040,66413,65105,69164,41511,49242,81959,51460,70793,87776,86197,73124,61088,48177,30066,22619,14804,10022,11.001971,35.223,0.000,100.480,,Filter Warning,
77100,66529,64489,68789,41297,48660,81683,51605,69747,87266,85134,72662,60502,46660,29297,21614,14161,9357,10.839275,35.240,0.000,100.483,,Filter Warning,
77160,66218,64872,68144,41072,47808,80252,50450,68819,85915,84265,70957,59010,45839,28751,21343,13855,8956,10.640171,35.245,0.000,100.483,,Filter Warning,
77220,65779,64109,68478,41150,48043,80199,50331,68983,84996,84192,70059,58744,45038,28181,20949,13629,8734,10.563656,35.245,0.000,100.483,,Filter Warning,
77280,66295,65170,68085,41236,48003,80208,50439,69129,85821,83290,69868,58019,44367,27401,19752,12826,8013,10.505336,35.245,0.000,100.483,,Filter Warning,
77340,65470,64021,68160,41308,46932,79727,50107,68243,85226,82691,69191,56863,43847,27394,19513,12623,7708,10.383869,35.249,0.000,100.485,,Filter Warning,
77400,65087,63467,66730,40913,46221,78883,49786,67216,83609,81383,68021,56299,43444,26617,19399,12266,7829,10.232285,35.260,0.000,100.486,,Filter Warning,
77460,64416,62521,65627,39579,44735,76736,47737,65448,80911,78870,65787,54353,41291,25440,18533,11870,7310,9.918733,35.264,0.000,100.485,,Filter Warning,
77520,63849,62415,65370,39578,44520,76607,48182,65341,80408,78301,65387,53244,40763,25060,17910,11349,6872,9.856224,35.264,0.000,100.493,,Filter Warning,
77580,63884,62152,65363,39987,44134,75443,46990,64175,79436,77130,63311,52027,39036,23853,16955,10688,6363,9.639510,35.270,0.000,100.488,,Filter Warning,
77640,63652,61776,64755,39215,43028,74811,46842,63610,79017,75591,63085,51849,39125,23793,17221,10566,6398,9.573179,35.299,0.000,100.488,,Filter Warning,
77700,63469,61805,64532,39053,42831,74269,46365,62532,77835,75499,61635,50626,38184,23312,16325,10316,6095,9.474299,35.302,0.000,100.488,,Filter Warning,
77760,63249,60985,63760,38243,42175,72976,45882,61901,76382,73618,60856,49818,37630,22602,16257,10157,6315,9.327559,35.302,0.000,100.488,,Filter Warning,
77820,62647,60310,63196,38369,41992,72365,45461,61513,75465,72366,59465,48768,36512,22039,15568,9801,5797,9.190475,35.308,0.000,100.491,,Filter Warning,
77880,63940,61330,63919,38399,41707,72610,45340,61256,76338,73078,59919,48576,36508,21813,15510,9706,5679,9.196060,35.320,0.000,100.490,,Filter Warning,
77940,63520,60624,62965,38297,41295,72333,45026,61101,74957,71592,58981,47504,35923,21238,15150,9257,5444,9.083206,35.321,0.000,100.491,,Filter Warning,
78000,63026,59708,62130,37471,40548,70526,43992,59289,72987,69651,56873,45667,34134,20331,14002,8487,4929,8.822944,35.322,0.000,100.498,,Filter Warning,
78060,64271,61214,62993,37921,40274,70452,43834,58988,72130,68482,56154,45496,33466,19920,14058,8470,5248,8.807376,35.348,0.000,100.495,,Filter Warning,
78120,65535,62151,64017,38647,40353,71067,44193,58907,71632,67994,55287,44064,32265,19311,13512,8076,4825,8.772216,35.359,0.000,100.503,,Filter Warning,
78180,67650,64515,64894,38791,40657,70732,43517,57998,69761,65822,52647,41476,30213,17760,12164,7195,4049,8.602607,35.359,0.000,100.503,,Filter Warning,
78240,67740,64655,65900,39492,40787,71928,43603,58348,70982,66855,53254,41738,30307,17720,11960,7280,4228,8.670958,35.364,0.000,100.510,,Filter Warning,
78300,70308,67382,67799,41093,41990,73795,44599,59794,71526,66330,52613,41488,30001,17300,11987,7309,4363,8.802727,35.377,0.000,100.500,,Filter Warning,
78360,70616,66738,67229,40356,41330,72237,43523,57896,69281,64259,50760,39458,28685,16707,11322,6714,4124,8.572973,35.377,0.000,100.508,,Filter Warning,
78420,69140,63848,63563,37851,38030,67932,41118,54648,65014,60391,47470,37352,26622,15339,10601,6211,3750,8.058070,35.377,0.000,100.509,,Filter Warning,
78480,68308,61541,60685,35752,35361,64089,38763,50521,60513,55905,44176,33950,24459,13939,9504,5696,3319,7.541869,35.377,0.000,100.510,,Filter Warning,
78540,67267,55197,48932,27978,26346,48248,28709,37976,44825,41533,32748,25064,18170,10516,7084,4350,2524,5.858657,35.377,0.000,100.509,,Filter Warning,
78600,67882,56824,51688,30073,28325,51680,30898,41251,47962,44813,35213,27096,19747,11422,7709,4769,2859,6.240481,35.380,0.000,100.511,,Filter Warning,
78660,67344,56208,51517,29477,28211,51349,31026,41056,47790,44758,35242,27490,19541,11316,7749,4665,2813,6.228162,35.403,0.000,100.511,,Filter Warning,
78720,67439,53109,46242,26513,24382,45100,27044,35177,41663,38561,30249,23713,16850,10015,6714,3952,2379,5.524836,35.415,0.000,100.512,,Filter Warning,
78780,67146,51419,43825,24976,22212,41070,24725,32192,37866,35205,27353,21087,15049,8678,5882,3466,2028,5.092879,35.415,0.000,100.513,,Filter Warning,
78840,66529,48063,38484,21315,18699,34260,20752,26824,31442,28442,22600,17290,12425,7075,4855,2857,1664,4.369591,35.415,0.000,100.513,,Filter Warning,
78900,66491,47977,37907,21276,18418,34535,20525,26454,31167,28374,22146,17261,12276,6932,4717,2850,1738,4.341478,35.418,0.000,100.511,,Filter Warning,
78960,65368,45256,34007,18671,15889,29504,17391,22550,26534,23708,18647,14317,10300,5957,3893,2330,1451,3.795322,35.428,0.000,100.514,,Filter Warning,
79020,65534,44235,33696,18404,15408,28977,17277,22128,26160,23541,17984,13986,10143,5860,3989,2284,1363,3.736681,35.451,0.000,100.514,,Filter Warning,
79080,64591,44071,32504,17904,14695,27596,16440,20983,25009,22271,17472,13510,9397,5560,3799,2184,1318,3.609121,35.453,0.000,100.514,,Filter Warning,
79140,64607,43434,32266,17629,14663,27417,15882,20862,24448,21740,17217,13106,9337,5539,3637,2180,1281,3.559885,35.453,0.000,100.515,,Filter Warning,
79200,63933,42937,31526,17198,14433,26603,15840,20325,23787,21919,16737,12904,9129,5322,3563,2144,1237,3.488328,35.453,0.000,100.514,,Filter Warning,
79260,64105,42255,30049,16249,13460,24737,14829,18716,22017,19912,15507,12218,8573,4974,3427,2038,1168,3.300084,35.453,0.000,100.514,,Filter Warning,
79320,63923,41780,29288,15977,13079,24298,14139,18605,21647,19249,14920,11870,8287,4834,3179,1893,1106,3.226983,35.457,0.000,100.515,,Filter Warning,
79380,63187,41196,28546,15518,12891,23357,13821,17835,20440,18578,14566,11217,8100,4734,3079,1850,1050,3.135334,35.460,0.000,100.520,,Filter Warning,
79440,62687,40102,27836,15219,12040,22199,13191,17102,19861,17621,14024,10536,7635,4325,2964,1719,981,3.022865,35.468,0.000,100.523,,Filter Warning,
79500,62070,39774,27714,15004,11924,22054,12978,16889,19283,17523,13399,10134,7104,3935,2539,1465,868,2.959290,35.470,0.000,100.518,,Filter Warning,
79560,61120,39036,26021,13874,11134,20249,12133,15116,17633,15882,12088,9344,6468,3745,2511,1418,828,2.769609,35.472,0.000,100.525,,Filter Warning,
79620,61005,38588,25841,13805,11135,20586,11914,15585,17736,15867,12358,9057,6654,3694,2514,1402,752,2.770654,35.472,0.000,100.525,,Filter Warning,
79680,59946,38082,25349,13709,10725,19858,11744,14917,17222,15682,11827,8930,6246,3455,2269,1217,653,2.695114,35.472,0.000,100.529,,Filter Warning,
79740,59196,37628,25251,13298,10656,19391,11382,14513,16776,14574,11563,8644,5940,3316,2151,1148,657,2.628930,35.472,0.000,100.526,,Filter Warning,
79800,58615,36428,24154,12675,10063,18466,10650,13631,15647,14031,10626,7900,5591,3166,2097,1199,644,2.508964,35.472,0.000,100.526,,Filter Warning,
79860,57909,35727,23171,12218,9814,17699,10345,13339,15235,13452,10159,7940,5275,3029,2040,1164,561,2.435232,35.472,0.000,100.536,,Filter Warning,
79920,56881,34767,22397,12065,9417,16951,10019,12507,14469,12483,9434,7277,5152,2885,1843,998,557,2.337369,35.472,0.000,100.530,,Filter Warning,
79980,55304,34060,21803,11310,8898,16136,9262,11761,13291,11769,8902,6772,4616,2557,1730,993,527,2.221723,35.472,0.000,100.539,,Filter Warning,
80040,55609,33770,21713,11364,8931,16088,9439,11884,13629,11927,8999,6821,4650,2540,1704,874,484,2.228946,35.472,0.000,100.540,,Filter Warning,
80100,54890,33903,21438,11182,8832,16040,9287,11734,13395,11540,8871,6661,4733,2724,1801,952,496,2.206972,35.472,0.000,100.538,,Filter Warning,
80160,54830,33278,20972,10932,8515,15301,8897,11261,12856,11304,8646,6417,4561,2545,1672,927,452,2.147814,35.472,0.000,100.533,,Filter Warning,
80220,53028,32052,20179,10644,8054,14579,8334,10768,12067,10592,7936,5870,4130,2182,1484,770,383,2.034664,35.472,0.000,100.538,,Filter Warning,
80280,52277,31277,19269,10021,7815,13685,8171,10357,11578,10267,7764,5830,4117,2271,1469,788,385,1.974479,35.472,0.000,100.542,,Filter Warning,
80340,52340,31277,19211,10205,7954,13853,8020,10004,11442,9965,7481,5685,3884,2241,1409,718,378,1.955734,35.472,0.000,100.540,,Filter Warning,
80400,51051,30054,18159,9480,7066,12889,7243,9081,10550,8950,6777,5042,3438,1896,1314,670,342,1.822573,35.472,0.000,100.541,,Filter Warning,
80460,50687,29493,17634,9094,6966,12350,6941,8939,10031,8756,6543,4632,3238,1742,1088,567,314,1.766300,35.470,0.000,100.541,,Filter Warning,
80520,50503,29747,18190,9239,7100,12708,7286,9206,10232,9086,6887,5130,3428,1830,1139,616,342,1.807484,35.470,0.000,100.537,,Filter Warning,
80580,48491,28840,16836,8700,6582,11443,6561,8380,9331,7874,5839,4144,2930,1557,1013,482,242,1.662917,35.456,0.000,100.542,,Filter Warning,
80640,48435,28627,17058,8777,6534,11645,6587,8392,9440,7852,5778,4100,2768,1435,904,508,226,1.659429,35.453,0.000,100.544,,Filter Warning,
80700,46629,26712,15443,7818,5751,10230,5820,7485,8078,6959,5228,3856,2670,1488,959,509,238,1.524064,35.454,0.000,100.543,,Filter Warning,
