Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
80760,46194,26638,15259,7862,5921,10230,5725,7243,7982,6906,5038,3738,2425,1350,811,423,215,1.502939,35.455,0.000,100.542,,Filter Warning,
80820,45767,25836,15259,7665,5789,10159,5710,7374,7896,6952,5038,3833,2555,1481,850,467,196,1.494136,35.453,0.000,100.540,,Filter Warning,
80880,44813,25748,14934,7669,5788,10052,5665,7161,7973,6652,4882,3577,2500,1296,762,448,199,1.468051,35.453,0.000,100.535,,Filter Warning,
80940,44362,25713,14825,7493,5748,9781,5576,7173,7729,6516,4871,3524,2342,1224,746,407,185,1.446790,35.453,0.000,100.530,,Filter Warning,
81000,43001,24375,14110,7105,5313,9084,5226,6409,6909,5802,4306,3093,2120,1099,693,337,143,1.347661,35.453,0.000,100.539,,Filter Warning,
81060,41731,23931,13562,7157,5089,8619,5064,6187,6891,5567,4173,2989,1989,1034,633,323,143,1.309202,35.453,0.000,100.537,,Filter Warning,
81120,41130,23169,13246,6587,5009,8623,4875,6050,6491,5306,3958,2883,1908,986,578,297,128,1.269382,35.453,0.000,100.533,,Filter Warning,
81180,40510,22597,12868,6646,4703,8133,4494,5761,6167,5099,3776,2700,1759,891,566,284,131,1.226739,35.451,0.000,100.539,,Filter Warning,
81240,39111,22118,12381,6240,4633,7716,4196,5324,5747,4911,3513,2524,1670,855,523,265,121,1.171537,35.443,0.000,100.536,,Filter Warning,
81300,38710,21782,12042,6070,4416,7605,4102,5212,5596,4632,3363,2401,1546,799,501,215,126,1.140994,35.421,0.000,100.534,,Filter Warning,
81360,38773,21662,12116,6224,4532,7563,4244,5271,5857,4741,3491,2646,1714,861,490,287,119,1.158129,35.430,0.000,100.535,,Filter Warning,
81420,38807,21839,12322,6353,4499,7648,4277,5372,5720,4691,3644,2599,1659,841,533,262,106,1.165755,35.415,0.000,100.536,,Filter Warning,
81480,37074,20213,11251,5808,4138,7012,3708,4742,5050,4128,3038,2148,1410,718,420,224,99,1.057751,35.415,0.000,100.541,,Filter Warning,
81540,37420,20591,11443,5913,4302,7054,3967,4951,5118,4404,3084,2170,1454,773,483,216,112,1.080777,35.415,0.000,100.538,,Filter Warning,
81600,37052,20241,11465,5825,4204,7121,3880,4847,5127,4266,3038,2079,1317,638,455,212,104,1.066356,35.415,0.000,100.542,,Filter Warning,
81660,35500,19520,10687,5556,4081,6559,3656,4616,4905,3844,2739,1858,1243,647,357,206,123,1.009602,35.415,0.000,100.542,,Filter Warning,
81720,35742,19481,10713,5355,3990,6452,3574,4462,4820,3799,2632,1903,1227,633,308,196,86,0.998733,35.415,0.000,100.541,,Filter Warning,
81780,35804,19659,10497,5275,3825,6341,3327,4183,4723,3680,2611,1885,1202,604,391,173,135,0.984568,35.410,0.000,100.544,,Filter Warning,
81840,37472,20588,10596,5491,3991,6324,3521,4328,4496,3645,2638,1852,1266,635,367,196,128,1.012113,35.382,0.000,100.545,,Filter Warning,
81900,39456,22505,12277,6162,4372,7235,3855,4767,4852,3821,2602,1769,1132,568,376,192,123,1.096259,35.382,0.000,100.544,,Filter Warning,
81960,43817,25967,15376,7899,5770,8981,4697,5907,6130,4724,3062,1933,1135,568,378,200,147,1.305755,35.404,0.000,100.545,,Filter Warning,
82020,44748,27060,16467,8573,6211,9985,5101,6365,6711,4985,3149,2018,1208,566,380,230,134,1.382636,35.412,0.000,100.545,,Filter Warning,
82080,50211,31106,20042,10529,7627,12103,6130,7562,7688,5565,3394,2157,1276,691,440,248,233,1.612721,35.394,0.000,100.546,,Filter Warning,
82140,47496,29020,18114,9364,6709,10666,5660,6849,7145,5191,3159,2006,1186,595,408,229,178,1.480461,35.385,0.000,100.546,,Filter Warning,
82200,48186,29723,18859,9514,6952,11172,5660,7042,7155,5315,3374,2056,1184,611,401,263,223,1.516833,35.377,0.000,100.546,,Filter Warning,
82260,48521,29406,18456,9378,6791,10901,5665,6831,7141,5163,3212,2061,1216,622,386,226,162,1.500036,35.377,0.000,100.547,,Filter Warning,
82320,48984,29608,18483,9208,6846,10818,5465,6698,7042,5049,3268,2054,1205,553,444,236,199,1.495976,35.377,0.000,100.545,,Filter Warning,
82380,49674,29690,17804,8878,6523,10186,5212,6471,6599,4985,3077,1922,1208,587,400,249,195,1.462477,35.377,0.000,100.547,,Filter Warning,
82440,50217,30146,17987,9086,6484,10442,5402,6479,6663,5059,3143,2049,1208,616,451,265,194,1.484891,35.377,0.000,100.545,,Filter Warning,
82500,50865,30576,18336,8960,6511,10486,5509,6789,6852,5114,3345,2144,1346,749,475,313,250,1.514681,35.377,0.000,100.548,,Filter Warning,
82560,50688,29743,17947,8968,6740,10353,5355,6446,6641,5224,3345,2225,1348,805,548,323,352,1.500747,35.377,0.000,100.551,,Filter Warning,
82620,50701,30227,17990,9103,6604,10564,5458,6758,7061,5413,3687,2556,1728,1053,786,581,561,1.547200,35.377,0.000,100.551,,Filter Warning,
82680,50612,30393,18318,8980,6629,10517,5589,6703,6963,5147,3599,2391,1622,915,734,553,473,1.538939,35.377,0.000,100.550,,Filter Warning,
82740,49705,30073,18251,9027,6451,10601,5518,6778,6967,5381,3769,2600,1824,1046,833,669,621,1.545543,35.377,0.000,100.548,,Filter Warning,
82800,50747,30224,18674,9307,6872,11300,5799,7085,7747,5957,4169,2962,2078,1241,1081,793,852,1.622359,35.377,0.000,100.551,,Filter Warning,
82860,50599,30670,18871,9614,7034,11696,6138,7552,7826,6333,4488,3141,2245,1514,1224,933,946,1.672359,35.377,0.000,100.551,,Filter Warning,
82920,51096,30574,18809,9413,7198,11567,6046,7451,7724,6251,4415,3126,2323,1529,1195,1047,1073,1.670749,35.377,0.000,100.554,,Filter Warning,
82980,50106,30238,18725,9401,7073,11616,6112,7535,7806,6488,4614,3359,2487,1555,1274,1011,1133,1.673153,35.377,0.000,100.556,,Filter Warning,
83040,48567,30069,18605,9503,7182,11651,6275,7784,8285,6675,4818,3756,2885,1932,1594,1273,1383,1.706509,35.377,0.000,100.559,,Filter Warning,
83100,50241,30846,19573,9884,7423,12393,6661,8037,8612,7136,5249,4131,3133,2153,1851,1519,1773,1.797270,35.379,0.000,100.562,,Filter Warning,
83160,51365,31722,20123,10042,7730,12511,6804,8175,8839,7205,5146,3933,2999,1962,1722,1413,1537,1.818206,35.384,0.000,100.561,,Filter Warning,
83220,54871,34250,21476,10844,8121,13143,6818,8379,8889,6888,4816,3491,2578,1777,1390,1109,1192,1.868061,35.387,0.000,100.563,,Filter Warning,
83280,58567,37187,23879,12183,9074,14351,7541,9067,9287,7056,4828,3387,2575,1610,1347,1006,1050,2.000607,35.405,0.000,100.560,,Filter Warning,
83340,59229,37733,24309,12555,9263,15028,7807,9331,9779,7351,4966,3454,2601,1624,1296,1033,1007,2.049024,35.415,0.000,100.566,,Filter Warning,
83400,60632,38887,25392,13000,9576,15372,8085,9838,10009,7404,4979,3576,2410,1591,1314,996,909,2.097821,35.415,0.000,100.567,,Filter Warning,
83460,59998,37685,24606,12685,9328,14989,7696,9577,9706,7228,4985,3372,2445,1544,1174,999,930,2.049521,35.415,0.000,100.567,,Filter Warning,
83520,61373,39344,25781,13226,9884,15725,8018,9871,10226,7492,5013,3514,2523,1504,1160,929,824,2.122923,35.415,0.000,100.572,,Filter Warning,
83580,61597,39633,26078,13452,9845,16159,8237,10097,10175,7735,5113,3458,2498,1541,1221,920,898,2.146105,35.432,0.000,100.574,,Filter Warning,
83640,61087,39160,25892,13410,9833,15749,8229,9930,10114,7678,5129,3438,2501,1524,1219,918,771,2.125949,35.451,0.000,100.573,,Filter Warning,
83700,59570,38074,25436,13063,9639,15503,8188,9849,9844,7500,4827,3550,2477,1539,1202,867,835,2.080925,35.453,0.000,100.572,,Filter Warning,
83760,59825,38370,25758,12906,9852,15882,8181,10074,10263,7557,5204,3623,2501,1584,1242,996,875,2.120736,35.453,0.000,100.572,,Filter Warning,
83820,60101,38915,25820,13271,9927,15886,8396,10113,10364,7767,5140,3737,2675,1738,1306,979,953,2.141900,35.453,0.000,100.575,,Filter Warning,
83880,58914,38100,25243,13346,9627,15661,8134,9844,10209,7639,4964,3693,2538,1587,1296,991,893,2.095285,35.453,0.000,100.576,,Filter Warning,
83940,59184,37755,25452,12951,9854,15550,8121,9888,9948,7550,5165,3577,2522,1636,1276,999,850,2.090056,35.458,0.000,100.575,,Filter Warning,
84000,59446,38766,26302,13427,10009,16520,8622,10593,10738,8393,5766,4262,3177,1944,1706,1264,1181,2.212234,35.471,0.000,100.573,,Filter Warning,
84060,58586,38283,26218,13508,10099,16724,8762,10675,11407,8950,6457,5050,3764,2489,2019,1556,1653,2.270301,35.472,0.000,100.574,,Filter Warning,
84120,59058,38574,26270,13659,10381,17075,8936,11007,11453,9204,6561,5017,3817,2492,2075,1640,1624,2.301310,35.472,0.000,100.570,,Filter Warning,
84180,58612,38455,26666,13882,10713,17283,9143,11547,11920,9661,7087,5504,4175,2848,2403,1871,1884,2.361372,35.474,0.000,100.572,,Filter Warning,
84240,58783,38399,26636,14008,10660,17492,9339,11290,12084,9827,6992,5360,4111,2840,2391,1782,1805,2.367147,35.501,0.000,100.574,,Filter Warning,
84300,58142,38308,26535,14133,10708,17815,9299,11561,12038,9840,7170,5601,4359,2872,2349,1919,1796,2.378280,35.509,0.000,100.573,,Filter Warning,
84360,57724,37757,26174,13787,10465,17441,9290,11581,11900,9801,7061,5489,4324,2848,2349,1817,1737,2.353218,35.509,0.000,100.577,,Filter Warning,
84420,56682,37344,25831,13459,10357,17081,9053,11107,11804,9617,7121,5442,4236,2827,2287,1716,1609,2.312220,35.509,0.000,100.575,,Filter Warning,
84480,57110,37986,26322,13681,10566,17601,9100,11487,12090,9866,7198,5534,4309,2848,2412,1842,1697,2.362245,35.518,0.000,100.576,,Filter Warning,
84540,56656,37944,26191,13656,10685,17734,9335,11400,12315,9962,7350,5882,4468,3130,2466,1910,1733,2.381558,35.528,0.000,100.577,,Filter Warning,
84600,57226,38025,26933,14224,10864,18178,9566,11867,12804,10454,7861,6252,4945,3329,2780,2192,2073,2.458355,35.528,0.000,100.576,,Filter Warning,
84660,57950,39442,28200,14799,11158,19017,10068,12525,13166,10631,7736,6229,4643,3124,2537,1984,1774,2.509244,35.528,0.000,100.576,,Filter Warning,
84720,58511,39599,28424,14974,11425,19149,9981,12506,13137,10544,7763,6137,4791,3080,2504,1924,1832,2.521879,35.540,0.000,100.576,,Filter Warning,
84780,58466,39297,28209,14971,11312,18710,10115,12440,13157,10621,7907,5880,4600,3133,2454,1839,1747,2.509950,35.565,0.000,100.576,,Filter Warning,
84840,58862,39517,28464,15206,11552,19023,10100,12441,13158,10727,7778,5924,4769,3120,2551,1906,1772,2.534261,35.566,0.000,100.576,,Filter Warning,
84900,58434,39491,28585,15200,11628,19159,10130,12597,13019,10530,7799,6115,4536,3129,2416,1777,1609,2.524261,35.566,0.000,100.576,,Filter Warning,
84960,58276,39332,28159,15022,11661,18759,10071,12536,12932,10329,7525,5765,4604,2971,2339,1756,1529,2.494048,35.568,0.000,100.576,,Filter Warning,
85020,56818,37992,27990,14754,11438,18821,9774,12147,12681,9958,7366,5526,4321,2838,2114,1506,1225,2.428292,35.584,0.000,100.576,,Filter Warning,
85080,56841,38426,27785,14943,11229,18587,9882,12057,12746,10152,7174,5467,4096,2698,2070,1541,1228,2.422235,35.585,0.000,100.576,,Filter Warning,
85140,57115,38578,28271,14676,11530,18522,9842,12190,12594,9987,7283,5562,4096,2577,2057,1496,1131,2.421186,35.585,0.000,100.576,,Filter Warning,
85200,56080,38019,27499,14557,11254,18781,9819,11993,12753,10197,7221,5458,4193,2594,1917,1474,1092,2.396473,35.599,0.000,100.577,,Filter Warning,
85260,55615,37452,27175,14300,10976,17988,9413,11640,12260,9971,7047,5407,3964,2554,1978,1429,1113,2.348628,35.622,0.000,100.577,,Filter Warning,
85320,54581,37277,26952,14212,10974,17811,9330,11505,12233,9686,6982,5286,3930,2554,1959,1380,1058,2.321715,35.623,0.000,100.578,,Filter Warning,
85380,55316,37160,26991,14118,10971,18226,9501,11819,12426,9652,7013,5242,3801,2587,1909,1319,1075,2.329398,35.624,0.000,100.580,,Filter Warning,
85440,54563,37137,27025,14363,10994,18111,9538,11675,12114,9730,7124,5409,4043,2556,1888,1407,1102,2.329558,35.641,0.000,100.581,,Filter Warning,
85500,55111,37256,26975,14279,11002,17923,9584,11774,12557,9943,7072,5323,4050,2648,1958,1357,1099,2.343319,35.641,0.000,100.581,,Filter Warning,
85560,54136,36244,26382,14137,10518,17749,9372,11417,11904,9595,6758,5088,3727,2402,1721,1205,896,2.267480,35.643,0.000,100.586,,Filter Warning,
85620,53770,36822,26773,14098,10632,17670,9393,11580,12120,9519,6794,5250,3872,2480,1844,1262,1004,2.287656,35.664,0.000,100.586,,Filter Warning,
85680,52095,35272,25920,13504,10480,17461,9159,11021,11945,9456,6883,5097,3858,2435,1839,1326,1016,2.233249,35.679,0.000,100.586,,Filter Warning,
85740,52700,35309,25442,13511,10214,17336,9038,10990,11789,9391,6815,5182,3914,2472,1922,1364,1118,2.224836,35.679,0.000,100.590,,Filter Warning,
85800,51945,35082,24981,13163,10129,16612,8887,10682,11428,9037,6511,4896,3763,2380,1674,1180,927,2.162429,35.680,0.000,100.590,,Filter Warning,
85860,52323,35017,24823,12881,9997,16374,8758,10596,11056,8839,6321,4913,3674,2255,1683,1154,874,2.138895,35.695,0.000,100.598,,Filter Warning,
85920,51611,33927,23642,12257,9397,15357,7867,9752,10216,8003,5710,4424,3258,2050,1478,1022,789,2.016783,35.698,0.000,100.594,,Filter Warning,
85980,53511,32746,19886,9839,7228,11984,5964,7573,7689,6217,4520,3291,2499,1439,1115,784,562,1.720442,35.696,0.000,100.591,,Filter Warning,
86040,53325,32642,19769,9806,7226,11723,6114,7558,7897,6074,4269,3316,2514,1520,1129,784,648,1.715859,35.697,0.000,100.591,,Filter Warning,
86100,53412,32038,18498,9044,6589,10657,5634,6676,7178,5429,4010,3054,2150,1303,934,695,438,1.613834,35.712,0.000,100.594,,Filter Warning,
86160,53504,32767,19413,9772,7235,11693,6260,7418,7716,6058,4456,3180,2372,1459,1041,739,555,1.700952,35.736,0.000,100.598,,Filter Warning,
86220,53947,32582,19043,9372,6782,11373,5805,7176,7443,5734,4111,3087,2252,1373,1009,691,505,1.659289,35.737,0.000,100.601,,Filter Warning,
86280,52926,32089,18689,9136,6710,10708,5726,6984,7281,5705,4023,3004,2203,1316,942,657,470,1.620305,35.752,0.000,100.604,,Filter Warning,
86340,53137,31252,18553,9155,6860,11211,5784,6955,7121,5629,3935,2970,2252,1342,986,664,474,1.617805,35.755,0.000,100.601,,Filter Warning,
86400,52238,31593,18373,9202,6671,10939,5623,6919,7126,5725,4068,2955,2219,1302,936,642,496,1.609801,35.755,0.000,100.603,,Filter Warning,
