Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330152409
Firmware Version,1.4
Calibration Date,2022/09/23
Protocol Name_Number,TEST_003
Test Start Time,07:35:39
Test Start Date,2024/02/14
Test Length [D:H:M:S],0:7:13:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,0.990
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,433
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
10980,63759,54594,53497,31217,22892,61387,29202,38828,32294,27469,24435,19510,11596,5228,3456,2194,1318,3.884750,32.418,0.000,100.679,,Filter Warning,
11040,63063,54064,53251,30888,22634,60750,28745,38605,32319,27279,24002,19101,11385,5333,3418,2120,1280,3.850371,32.436,0.000,100.677,,Filter Warning,
11100,63185,53506,52864,30625,22299,59791,28615,38606,31365,27324,23704,19036,11195,5191,3384,2152,1291,3.814958,32.463,0.000,100.680,,Filter Warning,
11160,62460,52887,52154,29882,22071,59395,27994,37830,31174,26839,23597,18807,10873,5034,3429,2029,1279,3.763811,32.480,0.000,100.679,,Filter Warning,
11220,61228,51657,50872,29353,21708,57020,27389,36693,30014,26020,22889,18053,10744,5013,3325,2033,1215,3.661146,32.501,0.000,100.679,,Filter Warning,
11280,61534,52022,50887,29341,21459,57558,27695,36328,30253,26059,22972,18155,10583,4972,3268,2039,1154,3.667029,32.520,0.000,100.678,,Filter Warning,
11340,61126,50910,50027,28754,21033,56663,26934,36323,29474,25290,22220,17567,10290,4717,3137,1875,1105,3.587494,32.537,0.000,100.679,,Filter Warning,
11400,60631,50369,49341,28625,20737,56119,26426,35425,29380,25253,22276,17331,10259,4606,3125,1806,1081,3.553267,32.562,0.000,100.679,,Filter Warning,
11460,60039,50257,48589,27897,20153,54777,26230,34649,28483,24708,21489,17008,9904,4495,3041,1795,1098,3.480963,32.581,0.000,100.678,,Filter Warning,
11520,60361,50201,48786,28028,20582,54592,25721,34595,28322,24580,21630,16819,9629,4593,2947,1744,975,3.475795,32.593,0.000,100.679,,Filter Warning,
11580,60334,49725,48474,27581,20162,54067,25741,34473,28184,23912,21036,16470,9575,4391,2784,1607,942,3.435818,32.626,0.000,100.677,,Filter Warning,
11640,59909,49576,47399,27191,20062,52458,25322,33260,27491,23230,20579,15987,9339,4156,2696,1552,888,3.359630,32.636,0.000,100.679,,Filter Warning,
11700,60375,49750,47975,27504,20245,53427,25391,34011,27682,23735,20573,15921,9164,4273,2793,1626,857,3.396020,32.651,0.000,100.678,,Filter Warning,
11760,61132,49427,48239,27630,19654,53857,25473,33902,27762,23950,20769,16050,9346,4284,2948,1669,1004,3.414671,32.685,0.000,100.679,,Filter Warning,
11820,60507,48708,46953,27111,19688,52621,24772,33223,27265,23528,20051,15809,9221,4132,2666,1669,939,3.347066,32.716,0.000,100.677,,Filter Warning,
11880,61122,48782,45918,27069,19249,50689,23934,31583,25700,21888,18988,14684,8523,3921,2597,1587,988,3.242652,32.731,0.000,100.678,,Filter Warning,
11940,61117,48727,46073,26457,18902,51061,23941,31666,25660,21659,18595,14528,8440,3828,2518,1517,848,3.219657,32.741,0.000,100.678,,Filter Warning,
12000,60963,48473,46177,26338,18332,51057,23755,31303,25407,21808,18593,14424,8311,3838,2436,1437,836,3.202490,32.775,0.000,100.678,,Filter Warning,
12060,60697,47992,45929,25958,18090,50128,23459,31073,25050,21254,18256,14125,8067,3608,2323,1383,788,3.153053,32.785,0.000,100.677,,Filter Warning,
12120,60779,48052,45236,26221,18181,49193,23352,30829,24784,20984,18099,13934,7948,3526,2204,1377,746,3.128707,32.798,0.000,100.678,,Filter Warning,
12180,59908,46759,44401,25141,17527,47774,22190,29721,24022,20424,17413,13398,7663,3358,2194,1192,665,3.031122,32.831,0.000,100.677,,Filter Warning,
12240,58349,45485,42182,24129,17308,45371,21264,28402,22540,19237,16432,12605,7208,3184,2059,1139,612,2.901832,32.840,0.000,100.676,,Filter Warning,
12300,58856,45448,42364,23910,16654,45170,21275,28433,22955,19177,16464,12514,6865,3095,2001,1053,588,2.887686,32.855,0.000,100.677,,Filter Warning,
12360,57839,43890,40215,23063,16267,43497,20272,26565,21657,18502,15489,11927,6526,2911,1857,1047,571,2.766153,32.886,0.000,100.678,,Filter Warning,
12420,57673,43204,40219,22592,16027,42847,19998,26176,21162,18238,15370,11827,6641,2920,1806,1063,601,2.732074,32.899,0.000,100.677,,Filter Warning,
12480,56866,42292,38911,22392,15964,40746,19027,25609,20402,17250,15003,11098,6274,2801,1737,1003,499,2.647847,32.910,0.000,100.677,,Filter Warning,
12540,56767,41873,38607,22040,15431,40933,18975,24876,20096,17054,14373,10896,6141,2682,1682,962,468,2.610932,32.941,0.000,100.679,,Filter Warning,
12600,57140,42371,38243,21408,15088,40783,19136,25158,20024,16879,14357,10791,5896,2542,1575,906,449,2.597959,32.957,0.000,100.678,,Filter Warning,
12660,56457,40709,36927,20978,14997,39545,18558,24104,19493,16311,13906,10309,5725,2487,1564,857,486,2.525350,32.963,0.000,100.678,,Filter Warning,
12720,56450,40528,35959,20594,13738,38691,17983,23576,18778,15896,13674,10187,5811,2486,1621,928,546,2.470172,32.988,0.000,100.679,,Filter Warning,
12780,53981,37021,32221,18392,13194,34525,16164,21119,16906,14242,12159,9089,5075,2246,1365,807,425,2.246179,33.000,0.000,100.676,,Filter Warning,
12840,51128,33291,28222,16128,11470,29643,13727,18351,14638,12127,10236,7743,4237,1904,1181,649,354,1.980051,33.004,0.000,100.677,,Filter Warning,
12900,51583,33207,28415,15841,11435,29575,13631,17755,14416,11989,10298,7696,4264,1848,1168,646,328,1.965223,33.019,0.000,100.676,,Filter Warning,
12960,51223,32673,27352,15357,11132,28544,13180,17366,13826,11549,9839,7464,4138,1740,1148,587,318,1.909202,33.045,0.000,100.677,,Filter Warning,
13020,50732,33016,26967,15155,10667,28108,12943,16853,13711,11449,9723,7172,3901,1736,1021,592,290,1.880922,33.057,0.000,100.676,,Filter Warning,
13080,50027,30634,25187,14052,9940,25817,12086,15576,12515,10396,8669,6384,3519,1454,929,480,253,1.749336,33.073,0.000,100.677,,Filter Warning,
13140,50374,31247,25232,14059,10086,25573,12004,15820,12384,10349,8691,6508,3525,1462,895,484,263,1.754016,33.078,0.000,100.677,,Filter Warning,
13200,49566,29390,22829,12658,8734,23483,10961,14138,11265,9345,7907,5816,3056,1386,775,465,244,1.610119,33.111,0.000,100.677,,Filter Warning,
13260,49085,28402,21888,12117,8359,22170,10319,13276,10827,9007,7459,5662,3032,1303,763,430,245,1.549808,33.111,0.000,100.678,,Filter Warning,
13320,49627,28674,22143,12140,8470,22715,10353,13941,10965,8909,7517,5564,3010,1247,792,433,212,1.566622,33.125,0.000,100.678,,Filter Warning,
13380,49697,28412,21722,11753,8412,21798,10037,13297,10827,8710,7246,5448,2867,1215,720,406,210,1.533384,33.130,0.000,100.680,,Filter Warning,
13440,48996,27501,20814,11096,7802,20726,9624,12533,10229,8417,6955,5157,2759,1171,716,387,229,1.470535,33.141,0.000,100.679,,Filter Warning,
13500,48890,27505,20292,10855,7537,20487,9381,12448,9921,8220,6662,5120,2747,1193,694,398,201,1.446584,33.167,0.000,100.680,,Filter Warning,
13560,50050,28536,21005,11853,8005,21310,10064,13121,10455,8740,7401,5368,2981,1205,736,397,199,1.518637,33.174,0.000,100.682,,Filter Warning,
13620,50274,28325,21428,11678,8033,21474,10010,12977,10432,8565,7425,5413,2981,1282,711,405,186,1.519771,33.185,0.000,100.683,,Filter Warning,
13680,50476,27106,19959,10815,7732,19506,8965,11816,9350,7765,6511,4721,2514,1078,656,323,129,1.414592,33.185,0.000,100.681,,Filter Warning,
13740,51625,26862,17900,9677,6672,17278,8080,10490,8270,6955,5611,4175,2182,890,574,272,135,1.311591,33.206,0.000,100.680,,Filter Warning,
13800,55203,26567,16668,8752,6108,15479,7126,9412,7515,6179,5366,3835,2141,975,616,372,247,1.261040,33.220,0.000,100.682,,Filter Warning,
13860,53109,26541,17409,9362,6491,16813,7670,10148,8023,6472,5574,4072,2159,831,557,298,134,1.290255,33.231,0.000,100.681,,Filter Warning,
13920,58160,30792,21153,11088,7050,20155,9125,11481,9298,7587,6175,4545,2437,1079,748,390,250,1.487438,33.258,0.000,100.683,,Filter Warning,
13980,63147,33496,22942,11999,8485,21338,9695,12317,9618,7968,6600,5011,2873,1260,838,467,367,1.619308,33.259,0.000,100.681,,Filter Warning,
14040,62448,32167,21300,10991,7879,19718,8838,11322,9140,7325,6241,4676,2733,1135,757,477,278,1.528371,33.259,0.000,100.681,,Filter Warning,
14100,61712,32275,21492,10933,7763,19668,8774,11517,9312,7502,6152,4718,2721,1178,752,512,365,1.526863,33.274,0.000,100.683,,Filter Warning,
14160,58772,30263,19348,9943,6673,17885,8188,10564,8340,6949,5691,4285,2359,988,639,380,204,1.400393,33.278,0.000,100.681,,Filter Warning,
14220,59547,30258,19034,9892,7058,17538,8088,10241,8142,6699,5645,4206,2285,1025,672,443,284,1.396557,33.279,0.000,100.684,,Filter Warning,
14280,59478,30260,19663,10215,7223,18497,8497,10742,8469,7157,6116,4431,2531,1178,797,497,317,1.442490,33.296,0.000,100.686,,Filter Warning,
14340,57598,30334,20258,10811,7616,19187,8974,11183,8967,7490,6245,4573,2531,1093,714,465,270,1.463964,33.315,0.000,100.688,,Filter Warning,
14400,58248,30135,19520,10044,7017,18163,8278,10716,8446,6931,5902,4374,2405,999,660,379,259,1.410080,33.319,0.000,100.688,,Filter Warning,
14460,57413,28944,18892,9725,6594,17720,8092,10468,8181,6826,5912,4426,2531,1178,795,521,363,1.382848,33.333,0.000,100.691,,Filter Warning,
14520,58851,30414,19979,10561,7509,19063,8867,11513,9578,8027,6859,5601,3446,1714,1294,868,716,1.524793,33.344,0.000,100.691,,Filter Warning,
14580,57104,29172,18059,9418,6517,17093,7716,10119,7947,6733,5753,4413,2569,1176,867,533,444,1.362029,33.370,0.000,100.694,,Filter Warning,
14640,56563,29032,18307,9458,6447,17063,7806,10185,7788,6751,5661,4134,2400,1051,708,464,322,1.355088,33.382,0.000,100.695,,Filter Warning,
14700,58630,31095,19923,10443,7203,18729,8539,11142,8994,7452,6504,5028,3286,1526,1092,803,681,1.499809,33.389,0.000,100.698,,Filter Warning,
14760,58018,29452,19014,9796,6808,17604,8154,10455,8326,6999,6009,4829,2793,1308,891,592,520,1.418047,33.402,0.000,100.698,,Filter Warning,
14820,56432,29140,18069,9432,6229,16862,7922,9912,7863,6450,5524,3974,2226,948,624,352,220,1.334846,33.426,0.000,100.700,,Filter Warning,
14880,56472,28187,17729,9232,5416,16573,7423,9403,7587,6376,5151,3675,2074,913,596,353,250,1.291146,33.434,0.000,100.701,,Filter Warning,
14940,56921,28708,18028,9343,6677,16334,7454,9358,7567,6172,5052,3850,2095,916,570,344,199,1.309650,33.444,0.000,100.704,,Filter Warning,
15000,56023,28270,17002,8627,6094,15449,6991,9010,7115,5897,4944,3551,2021,890,535,330,203,1.258693,33.450,0.000,100.702,,Filter Warning,
15060,56747,28355,17017,8777,6074,15610,7100,9240,7373,5997,4911,3634,2009,897,601,332,194,1.271787,33.480,0.000,100.704,,Filter Warning,
15120,56660,28541,17100,8665,6001,15475,7048,8971,6908,5668,4888,3664,1972,808,530,310,200,1.258257,33.482,0.000,100.704,,Filter Warning,
15180,56082,27848,16363,8320,5877,14667,6631,8500,6648,5576,4563,3448,1885,830,522,299,198,1.218230,33.494,0.000,100.703,,Filter Warning,
15240,54945,26487,15041,7473,5345,13033,6063,7806,6074,5144,4302,3214,1889,842,557,349,247,1.144430,33.499,0.000,100.703,,Filter Warning,
15300,55649,26848,15622,7761,5506,13792,6294,7983,6425,5330,4499,3377,1903,888,564,331,230,1.177293,33.500,0.000,100.704,,Filter Warning,
